playerId,playerName,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,on_off_corsi_diff,OnIce_F_goals_per60,I_F_dZoneGiveaways_per60,I_F_giveaways_per60,average_TOI,I_F_hits_per60,I_F_takeaways_per60,I_F_points_per60,shotsBlockedByPlayer_per60,I_F_oZoneShiftStarts_per60,I_F_dZoneShiftStarts_per60,I_F_neutralZoneShiftStarts_per60,I_F_flyShiftStarts_per60,average_corsi_influence,total_out_influence
8477923,Michael Keranen,1,369.0,8.0,-0.15,0.43,0.51,0.5,0.5,0.5,0.53,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,4.0,3.0,1.0,1.0,3.0,0.0,0.0,2041.0,0.0,0.0,0.0,0.0,2.74,0.11,0.1,0.11,0.1,3.0,1.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,5.77,4.0,3.85,0.03,0.0,0.0,0.14,0.14,0.14,2.69,0.14,0.14,0.15,0.15,3.0,1.0,2.0,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.06,0.09,0.0,0.0,1.0,0.0,6.26,4.0,4.17,0.03,0.0,0.0,0.18,0.18,0.18,0.94,0.91,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,9.75609756097561,0.0,0.0,0.0,9.75609756097561,0.0,29.26829268292683,39.02439024390244,,
8477902,Dennis Everberg,70,42243.0,840.0,3.52,0.43,0.45,0.3931567360272708,0.4509122221388743,0.41,0.45,479.0,60.18,5.63,4.36,12.98,1.84,32.09,24.1,5.51,5.66,5.54,4.0,5.0,57.0,24.0,20.0,101.0,11.0,2.0,7.0,0.0,6.0,5.0,26.0,35.0,55.0,79.0,4.0,8.0,0.0,79.0,20.0,12.0,58.0,18.0,5.0,2.2,2.0,1.42,1.0,1.0,0.0,100.45,81.0,80.54,8.0,0.92,1.51,1.24,5.3,5.3,5.23,840.0,128.0,149.0,200.0,547.0,127.0,116.0,130.0,467.0,0.0,3.0,159972.0,8.0,24.0,11.0,44.0,213.45,18.21,17.68,18.26,17.73,216.0,78.0,122.0,416.0,16.0,17.0,3.0,221.0,52.0,21.0,6.38,6.0,5.83,4.0,6.0,5.0,415.4,294.0,294.07,3.07,3.95,3.95,17.32,17.37,17.18,303.32,24.38,23.69,24.46,23.76,299.0,127.0,200.0,626.0,25.0,21.0,4.0,323.0,84.0,19.0,9.24,9.79,5.34,9.0,9.0,7.0,626.27,426.0,427.2,4.19,4.02,4.02,24.56,24.66,24.19,71.32,88.72,1637.0,2123.0,0.48,0.71,14.0,18.0,10.0,14.0,-0.0577554861116034,1.363539521340814,0.681769760670407,1.0226546410056103,603.4714285714285,6.732476386620269,1.7044244016760173,0.9374334209218096,3.749733683687238,10.908316170726511,12.697961792486328,17.044244016760175,46.61600738583908,-0.04627876152035232,-0.18511504608140927
8476910,Scott Kosmachuk,8,5297.0,120.0,1.33,0.49,0.6,0.41,0.56,0.41,0.56,56.0,8.64,0.9,0.7,1.79,0.27,4.3,3.04,0.85,0.85,0.79,2.0,1.0,9.0,2.0,1.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,9.0,11.0,1.0,2.0,0.0,7.0,1.0,2.0,7.0,2.0,2.0,0.19,0.28,0.43,0.0,0.0,0.0,11.57,11.0,10.71,0.0,0.15,0.23,0.26,0.79,0.75,0.74,120.0,12.0,16.0,19.0,73.0,13.0,28.0,18.0,61.0,0.0,0.0,17409.0,2.0,0.0,0.0,2.0,33.32,2.74,2.66,2.66,2.6,37.0,9.0,17.0,63.0,3.0,3.0,1.0,36.0,6.0,4.0,0.98,0.73,1.02,1.0,1.0,1.0,61.21,46.0,44.91,0.47,0.36,0.36,2.86,2.79,2.76,48.27,2.86,2.8,2.93,2.88,49.0,18.0,24.0,91.0,2.0,1.0,0.0,59.0,6.0,2.0,1.62,0.8,0.44,1.0,1.0,0.0,91.84,67.0,67.54,0.56,0.23,0.23,3.18,3.26,3.21,14.14,9.59,282.0,225.0,0.13,0.04,3.0,3.0,2.0,3.0,-0.15,2.038889937700585,0.0,1.3592599584670568,662.125,4.757409854634699,0.6796299792335284,2.038889937700585,1.3592599584670568,8.15555975080234,10.874079667736456,12.912969605437038,49.61298848404758,,
8477249,Andrew Miller,15,10546.0,163.0,3.95,0.5,0.49,0.4660250331879385,0.5019865204477953,0.49,0.52,58.0,14.07,1.21,0.9,3.48,0.65,7.85,5.92,1.19,1.18,1.16,1.0,2.0,14.0,6.0,2.0,22.0,4.0,1.0,2.0,0.0,5.0,1.0,5.0,6.0,13.0,19.0,0.0,0.0,0.0,11.0,4.0,6.0,14.0,6.0,0.0,0.61,0.6,0.0,1.0,0.0,0.0,21.53,20.0,19.59,5.0,0.18,0.62,0.0,1.39,1.35,1.33,163.0,26.0,25.0,51.0,145.0,33.0,21.0,22.0,87.0,0.0,1.0,35016.0,0.0,0.0,1.0,6.0,68.58,6.22,6.05,6.14,5.98,68.0,30.0,17.0,115.0,4.0,5.0,0.0,71.0,23.0,4.0,2.47,2.72,1.03,3.0,1.0,0.0,113.46,98.0,97.21,0.94,1.11,1.11,6.04,5.97,5.84,72.5,6.34,6.21,6.59,6.45,65.0,36.0,32.0,133.0,8.0,6.0,1.0,78.0,19.0,4.0,2.65,2.5,1.2,5.0,2.0,1.0,138.99,101.0,104.68,0.95,1.36,1.36,5.93,6.14,6.07,15.06,15.42,331.0,321.0,0.4,0.31,5.0,3.0,4.0,3.0,-0.0359614872598568,1.3654466148302673,1.706808268537834,2.048169922245401,703.0666666666667,3.7549781907832354,1.3654466148302673,1.3654466148302673,2.048169922245401,8.875402996396739,8.534041342689171,17.40944433908591,49.4974397875972,,
8476352,Michael Mersch,17,9626.0,232.0,2.15,0.39,0.57,0.42,0.56,0.41,0.57,177.0,23.0,1.76,1.53,5.62,0.7,12.45,8.93,1.72,1.8,1.76,1.0,1.0,23.0,8.0,1.0,32.0,3.0,1.0,1.0,0.0,5.0,2.0,11.0,11.0,22.0,30.0,0.0,0.0,1.0,26.0,3.0,3.0,24.0,6.0,1.0,0.67,0.79,0.31,0.0,1.0,0.0,32.98,31.0,31.91,2.0,0.32,0.07,0.38,1.7,1.78,1.74,232.0,24.0,17.0,29.0,162.0,36.0,48.0,23.0,125.0,1.0,3.0,40489.0,0.0,4.0,2.0,9.0,67.21,3.9,3.85,4.03,3.97,61.0,33.0,35.0,129.0,4.0,2.0,0.0,82.0,11.0,1.0,2.25,1.33,0.31,2.0,2.0,0.0,133.46,94.0,97.5,0.85,0.38,0.38,4.38,4.56,4.5,97.53,6.12,5.93,5.96,5.76,96.0,42.0,41.0,179.0,3.0,8.0,1.0,116.0,17.0,5.0,3.02,1.89,1.22,1.0,1.0,1.0,173.1,138.0,133.41,1.2,0.76,0.76,6.57,6.37,6.3,28.69,21.68,688.0,530.0,0.96,0.27,12.0,6.0,12.0,6.0,-0.14,1.495948472885934,0.747974236442967,1.1219613546644505,566.2352941176471,9.723665073758571,1.1219613546644505,1.1219613546644505,3.3658840639933514,8.975690837315604,6.35778100976522,10.845626428423024,60.58591315188032,,
8475816,Stanislav Galiev,26,13191.0,21.0,1.7,0.87,0.4,0.5242794329467061,0.5067199324485797,0.7,0.45,21.0,2.4,0.35,0.21,0.6,0.07,1.05,0.72,0.34,0.32,0.32,0.0,0.0,2.0,1.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,17.0,8.0,7.0,2.0,0.0,1.0,0.09,0.0,0.26,0.0,0.0,1.0,3.97,3.0,2.99,5.0,0.05,0.0,0.26,0.14,0.13,0.13,21.0,30.0,31.0,48.0,169.0,3.0,3.0,1.0,14.0,0.0,0.0,62767.0,0.0,0.0,0.0,4.0,14.86,1.01,1.0,0.95,0.94,12.0,9.0,4.0,25.0,7.0,1.0,1.0,18.0,2.0,1.0,0.52,0.24,0.26,0.0,0.0,1.0,24.29,21.0,20.39,0.2,0.26,0.26,0.95,0.9,0.9,6.54,0.15,0.15,0.16,0.16,6.0,3.0,3.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,12.49,9.0,9.39,0.06,0.0,0.0,0.21,0.23,0.22,2.31,3.51,73.0,84.0,0.0,0.06,0.0,3.0,0.0,1.0,0.0175595004981263,1.9103934500796,1.364566750056857,1.9103934500796,507.34615384615387,4.639526950193314,2.1833068000909712,1.0916534000454856,1.0916534000454856,8.187400500341141,8.460313850352513,13.099840800545827,46.12235615192176,,
8480802,Ryan McLeod,81,51886.0,977.0,26.66,0.47,0.52,0.5349805342481594,0.5187279996615333,0.53,0.51,599.0,68.5,6.83,4.66,14.57,2.1,35.66,27.17,6.61,6.76,6.54,6.0,3.0,69.0,22.0,27.0,118.0,17.0,7.0,5.0,1.0,16.0,3.0,33.0,27.0,62.0,84.0,6.0,12.0,205.0,31.0,33.0,43.0,56.0,29.0,6.0,2.04,3.14,1.65,2.0,4.0,1.0,117.19,91.0,90.03,21.0,0.98,0.76,1.12,6.69,6.64,6.53,977.0,141.0,102.0,192.0,679.0,151.0,127.0,105.0,594.0,205.0,226.0,189088.0,12.0,16.0,8.0,27.0,361.12,27.08,26.4,27.04,26.36,369.0,129.0,203.0,701.0,28.0,19.0,4.0,391.0,84.0,23.0,11.13,9.94,6.03,6.0,9.0,10.0,699.03,498.0,496.97,4.69,3.23,3.23,28.54,28.53,28.1,325.36,29.99,28.65,30.37,29.03,339.0,111.0,154.0,604.0,27.0,25.0,3.0,336.0,88.0,26.0,11.45,10.98,7.56,11.0,11.0,5.0,607.35,450.0,454.41,4.52,5.48,5.48,29.01,29.39,28.81,132.25,119.9,2712.0,2499.0,1.56,2.3,30.0,42.0,22.0,39.0,0.0162525345866261,1.9427205797324905,1.4570404347993675,2.983463747446325,640.5679012345679,2.150869213275257,2.289634968970435,1.179508923409012,1.8733377018849011,9.782985776510042,7.077053540454072,13.321512546737075,47.11097405851289,,
8482654,Jackson Cates,15,8110.0,146.0,-0.38,0.39,0.46,0.4254562268803946,0.5244342194955691,0.42,0.48,116.0,8.16,0.55,0.5,2.06,0.27,4.29,3.33,0.55,0.55,0.55,0.0,0.0,8.0,3.0,2.0,13.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,6.0,7.0,10.0,0.0,0.0,18.0,4.0,3.0,1.0,9.0,2.0,0.0,0.33,0.23,0.0,1.0,0.0,0.0,12.86,11.0,10.91,1.0,0.11,0.0,0.0,0.66,0.65,0.65,146.0,15.0,27.0,28.0,140.0,18.0,22.0,20.0,86.0,18.0,12.0,38142.0,0.0,0.0,0.0,3.0,40.29,2.89,2.82,2.88,2.81,36.0,20.0,15.0,71.0,4.0,4.0,0.0,44.0,10.0,2.0,1.22,1.22,0.46,2.0,1.0,0.0,69.15,56.0,55.37,0.57,0.49,0.49,2.97,2.97,2.93,57.14,4.6,4.44,4.63,4.47,51.0,27.0,26.0,104.0,5.0,3.0,0.0,55.0,22.0,1.0,1.65,2.74,0.21,1.0,4.0,0.0,106.81,78.0,79.09,0.81,0.42,0.42,4.99,5.02,4.91,18.87,21.91,413.0,423.0,0.04,0.27,4.0,5.0,3.0,5.0,-0.0989779926151745,1.7755856966707768,0.4438964241676942,0.4438964241676942,540.6666666666666,1.7755856966707768,1.3316892725030829,0.8877928483353884,1.3316892725030829,6.658446362515413,11.985203452527742,12.429099876695435,62.14549938347718,,
8479661,Tanner Jeannot,96,70735.0,1236.0,36.66,0.49,0.51,0.4874552908743903,0.4916739349373322,0.49,0.51,501.0,101.23,11.87,8.06,22.41,3.88,57.05,40.72,11.68,11.93,11.73,8.0,6.0,99.0,45.0,33.0,177.0,36.0,17.0,10.0,1.0,21.0,3.0,49.0,44.0,82.0,127.0,37.0,116.0,6.0,354.0,21.0,31.0,85.0,49.0,10.0,3.38,5.55,2.94,5.0,8.0,4.0,179.36,144.0,145.36,16.0,1.71,2.53,2.05,11.53,11.57,11.47,1236.0,104.0,183.0,340.0,845.0,209.0,167.0,174.0,686.0,6.0,6.0,207523.0,116.0,90.0,24.0,42.0,453.56,38.03,37.17,38.42,37.56,457.0,192.0,191.0,840.0,49.0,32.0,7.0,494.0,125.0,30.0,14.67,14.86,8.49,14.0,17.0,9.0,847.05,649.0,652.97,6.53,6.46,6.46,38.08,38.37,37.86,487.2,40.05,38.77,40.16,38.89,495.0,187.0,230.0,912.0,35.0,29.0,4.0,528.0,120.0,34.0,16.46,14.26,9.33,18.0,9.0,8.0,910.2,682.0,681.21,6.91,6.81,6.81,40.15,40.23,39.52,118.46,116.05,2606.0,2556.0,2.61,1.55,46.0,26.0,36.0,21.0,-0.0042186440629419,2.4938149430974765,0.8143069201950944,1.5777196578779953,736.8229166666666,18.01654060931646,1.0687778327560615,1.8321905704389625,2.137555665512123,5.292994981268113,9.313635399731393,17.304022054145754,43.00558422280342,0.0787368640903722,0.1574737281807444
8478069,Daniel Walcott,1,592.0,14.0,-0.28,0.26,0.65,0.33,0.58,0.36,0.59,9.0,0.78,0.08,0.05,0.22,0.02,0.34,0.29,0.08,0.08,0.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,1.03,1.0,1.03,0.0,0.01,0.0,0.0,0.09,0.09,0.09,14.0,0.0,1.0,4.0,9.0,4.0,0.0,3.0,7.0,0.0,1.0,1794.0,5.0,5.0,1.0,0.0,2.44,0.14,0.14,0.14,0.14,3.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,3.85,4.0,3.97,0.04,0.0,0.0,0.18,0.18,0.18,4.95,0.4,0.37,0.39,0.36,6.0,1.0,1.0,8.0,1.0,1.0,0.0,5.0,2.0,0.0,0.16,0.24,0.0,0.0,1.0,0.0,8.25,7.0,6.96,0.07,0.16,0.16,0.31,0.3,0.29,1.38,0.76,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2499999999999999,0.0,0.0,0.0,592.0,42.56756756756757,6.081081081081082,0.0,0.0,0.0,6.081081081081082,24.324324324324326,54.72972972972973,,
8482248,Fredrik Handemark,8,4482.0,102.0,-0.09,0.51,0.46,0.46,0.48,0.52,0.48,82.0,4.4,0.89,0.36,1.03,0.14,2.07,1.51,0.84,0.95,0.9,0.0,0.0,5.0,1.0,2.0,8.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,5.0,1.0,2.0,28.0,14.0,2.0,3.0,2.0,3.0,1.0,0.13,0.46,0.3,0.0,1.0,0.0,8.65,6.0,6.55,2.0,0.08,0.0,0.47,0.49,0.55,0.54,102.0,7.0,11.0,18.0,66.0,12.0,10.0,15.0,65.0,28.0,30.0,19270.0,2.0,0.0,0.0,1.0,32.09,2.74,2.64,2.84,2.74,32.0,12.0,7.0,51.0,1.0,5.0,0.0,33.0,10.0,1.0,1.0,1.44,0.3,0.0,1.0,0.0,52.53,44.0,45.24,0.44,0.84,0.84,2.34,2.43,2.37,29.18,2.69,2.58,2.55,2.45,29.0,12.0,20.0,61.0,5.0,4.0,1.0,29.0,9.0,3.0,0.89,0.97,0.83,1.0,3.0,1.0,59.47,41.0,39.98,0.41,0.93,0.93,2.17,2.08,2.04,11.21,12.91,268.0,286.0,0.05,0.07,3.0,1.0,2.0,1.0,-0.0199999999999999,0.8032128514056225,1.606425702811245,2.4096385542168672,560.25,11.244979919678714,1.606425702811245,0.8032128514056225,0.8032128514056225,5.622489959839357,8.835341365461847,14.457831325301203,53.01204819277108,,
8479550,Tanner Laczynski,6,3170.0,14.0,-0.21,0.25,0.63,0.4365299684542587,0.5467442160211382,0.4,0.52,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,7.0,11.0,61.0,1.0,1.0,1.0,11.0,2.0,2.0,15517.0,0.0,0.0,0.0,2.0,2.74,0.2,0.2,0.18,0.18,3.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,0.06,0.14,0.0,0.0,0.0,0.0,4.55,4.0,3.64,0.04,0.0,0.0,0.23,0.21,0.21,4.67,0.58,0.56,0.67,0.63,5.0,1.0,1.0,7.0,1.0,1.0,0.0,3.0,2.0,1.0,0.04,0.24,0.3,0.0,1.0,0.0,8.03,6.0,6.83,0.06,0.3,0.3,0.34,0.39,0.39,2.5,1.49,40.0,36.0,0.0,0.01,1.0,1.0,0.0,1.0,-0.1102142475668795,1.135646687697161,1.135646687697161,1.135646687697161,528.3333333333334,9.085173501577287,3.406940063091483,0.0,2.271293375394322,5.678233438485804,7.949526813880125,12.49211356466877,69.2744479495268,,
8481077,John Leonard,58,35742.0,214.0,0.33,0.4,0.47,0.4581282524760785,0.4775132666183795,0.42,0.46,133.0,22.21,0.93,1.17,5.46,0.67,12.8,9.96,0.91,0.92,0.9,0.0,0.0,24.0,7.0,3.0,34.0,13.0,1.0,1.0,0.0,3.0,0.0,10.0,16.0,23.0,30.0,0.0,0.0,1.0,38.0,13.0,14.0,30.0,1.0,0.0,0.83,0.1,0.0,0.0,1.0,0.0,33.85,31.0,30.71,6.0,0.23,0.23,0.0,1.16,1.15,1.13,214.0,114.0,77.0,145.0,518.0,18.0,34.0,27.0,135.0,1.0,1.0,135302.0,0.0,4.0,2.0,25.0,61.34,4.38,4.24,4.41,4.26,57.0,27.0,22.0,106.0,16.0,2.0,0.0,68.0,12.0,4.0,1.95,1.43,1.01,1.0,1.0,0.0,105.99,84.0,83.88,0.77,0.54,0.74,4.41,4.42,4.34,82.58,6.51,6.43,6.5,6.42,72.0,45.0,48.0,165.0,7.0,3.0,0.0,87.0,25.0,5.0,2.14,3.09,1.29,4.0,1.0,2.0,165.81,117.0,117.49,1.13,0.48,0.48,7.16,7.13,7.04,22.68,26.09,498.0,573.0,0.05,0.12,5.0,5.0,2.0,5.0,-0.019385014142301,1.611549437636394,0.6043310391136478,1.410105757931845,616.2413793103449,3.827429914386436,1.3093839180795703,1.3093839180795703,2.5180459963068658,11.48228974315931,7.7555816686251475,14.60466677857982,52.17391304347826,0.0004667514771747993,0.0009335029543495986
8478446,Glenn Gawdin,9,3946.0,25.0,0.33,0.63,0.61,0.5009148504815002,0.5594502676683613,0.55,0.6,22.0,2.02,0.07,0.12,0.48,0.06,1.34,0.93,0.07,0.07,0.07,0.0,0.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,3.0,13.0,3.0,1.0,3.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,3.7,3.0,2.88,0.0,0.02,0.0,0.0,0.1,0.09,0.09,25.0,13.0,5.0,10.0,71.0,4.0,6.0,0.0,15.0,3.0,8.0,22229.0,2.0,0.0,0.0,2.0,8.93,0.57,0.56,0.56,0.56,12.0,0.0,6.0,18.0,1.0,0.0,0.0,10.0,2.0,0.0,0.25,0.31,0.0,0.0,0.0,0.0,17.45,12.0,11.76,0.12,0.0,0.0,0.68,0.68,0.67,7.3,0.33,0.32,0.34,0.33,6.0,4.0,3.0,13.0,0.0,0.0,0.0,9.0,1.0,0.0,0.24,0.09,0.0,0.0,0.0,0.0,13.26,10.0,10.09,0.08,0.0,0.0,0.42,0.42,0.42,4.17,2.66,93.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058535417186861,0.912316269640142,0.0,0.912316269640142,438.44444444444446,11.860111505321845,2.736948808920426,0.912316269640142,1.824632539280284,11.860111505321845,4.5615813482007095,9.12316269640142,64.77445514445009,,
8480448,Parker Kelly,42,23834.0,580.0,8.48,0.45,0.48,0.4451250314676513,0.48,0.45,0.49,397.0,46.71,5.48,3.2,10.28,1.5,24.14,18.39,5.36,5.55,5.42,0.0,5.0,47.0,16.0,17.0,80.0,13.0,7.0,3.0,0.0,6.0,2.0,20.0,25.0,40.0,56.0,10.0,25.0,0.0,133.0,10.0,6.0,39.0,17.0,7.0,1.46,2.0,2.02,4.0,1.0,2.0,80.74,63.0,62.94,4.0,0.67,0.71,1.01,5.14,5.16,5.12,580.0,30.0,94.0,73.0,391.0,80.0,82.0,67.0,351.0,0.0,1.0,98611.0,25.0,21.0,9.0,24.0,156.34,13.73,13.46,13.77,13.5,152.0,70.0,75.0,297.0,15.0,8.0,1.0,166.0,44.0,12.0,4.85,5.55,3.32,7.0,4.0,3.0,296.76,222.0,221.16,2.16,1.74,1.74,14.15,14.15,14.0,192.14,16.95,16.41,17.36,16.82,200.0,68.0,103.0,371.0,18.0,17.0,2.0,197.0,55.0,16.0,5.93,6.65,4.37,8.0,5.0,5.0,376.71,268.0,271.94,2.83,3.02,3.02,16.76,17.11,16.81,69.01,75.83,1416.0,1516.0,0.69,0.86,18.0,18.0,16.0,14.0,-0.0348749685323486,2.2656708903247464,0.604178904086599,0.9062683561298984,567.4761904761905,20.088948560879416,1.5104472602164976,1.9635814382814467,3.625073424519594,4.531341780649493,14.198204246035075,11.026264999580432,59.05848787446505,0.050043107735800105,0.10008621547160021
