playerId,playerName,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,on_off_corsi_diff,OnIce_F_goals_per60,I_F_dZoneGiveaways_per60,I_F_giveaways_per60,average_TOI,I_F_hits_per60,I_F_takeaways_per60,I_F_points_per60,shotsBlockedByPlayer_per60,I_F_oZoneShiftStarts_per60,I_F_dZoneShiftStarts_per60,I_F_neutralZoneShiftStarts_per60,I_F_flyShiftStarts_per60,average_corsi_influence,total_out_influence
8479536,Axel Jonsson-Fjallby,23,14408.0,348.0,5.15,0.51,0.47,0.47,0.49,0.5,0.5,209.0,27.87,2.26,1.84,6.48,0.85,14.95,11.63,2.2,2.21,2.16,2.0,0.0,28.0,10.0,8.0,46.0,4.0,2.0,4.0,0.0,6.0,1.0,7.0,18.0,26.0,36.0,2.0,4.0,1.0,18.0,3.0,5.0,28.0,8.0,2.0,0.81,0.97,0.48,2.0,0.0,0.0,45.99,38.0,38.07,1.0,0.38,0.55,0.26,2.38,2.36,2.34,348.0,30.0,67.0,84.0,167.0,67.0,38.0,47.0,196.0,1.0,3.0,54684.0,4.0,12.0,6.0,8.0,109.66,7.93,7.74,7.97,7.79,109.0,44.0,28.0,181.0,7.0,7.0,0.0,121.0,27.0,5.0,3.45,3.24,1.25,4.0,3.0,0.0,184.93,153.0,155.85,1.46,0.89,0.89,8.5,8.61,8.47,109.39,7.47,7.34,7.3,7.17,106.0,47.0,49.0,202.0,6.0,5.0,0.0,125.0,25.0,3.0,3.3,3.28,0.88,1.0,5.0,0.0,197.96,153.0,150.27,1.45,1.09,1.09,7.83,7.61,7.53,33.16,38.05,785.0,824.0,0.27,0.28,6.0,8.0,6.0,6.0,-0.02,1.7490283176013328,0.2498611882287618,1.2493059411438092,626.4347826086956,4.497501388117713,0.7495835646862855,0.9994447529150472,1.9988895058300944,7.495835646862854,16.74069961132704,20.988339811215997,41.72681843420322,,
8482815,Kirill Semyonov,3,1641.0,40.0,-1.03,0.37,0.5,0.33,0.44,0.31,0.45,32.0,2.16,0.07,0.11,0.6,0.07,1.21,0.94,0.07,0.07,0.07,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,4.45,3.0,3.29,0.0,0.02,0.0,0.0,0.09,0.1,0.1,40.0,3.0,0.0,5.0,32.0,3.0,7.0,7.0,23.0,1.0,1.0,7267.0,0.0,0.0,0.0,0.0,8.61,0.77,0.72,0.87,0.81,9.0,3.0,3.0,15.0,1.0,1.0,0.0,9.0,2.0,1.0,0.23,0.21,0.33,1.0,0.0,0.0,16.92,12.0,13.27,0.11,0.33,0.33,0.55,0.61,0.6,18.75,1.29,1.28,1.18,1.18,22.0,5.0,4.0,31.0,3.0,0.0,0.0,23.0,3.0,1.0,0.68,0.35,0.26,1.0,1.0,1.0,28.25,27.0,24.86,0.25,0.0,0.0,1.54,1.41,1.4,4.36,4.29,100.0,125.0,0.03,0.02,2.0,1.0,2.0,1.0,-0.1099999999999999,2.1937842778793417,0.0,2.1937842778793417,547.0,6.581352833638025,0.0,0.0,0.0,6.581352833638025,0.0,10.968921389396709,70.20109689213893,,
8481133,Cole Reinhardt,1,515.0,13.0,-0.17,0.19,0.5,0.44,0.57,0.43,0.48,11.0,0.72,0.03,0.05,0.13,0.02,0.46,0.3,0.03,0.03,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.97,1.0,0.97,0.0,0.01,0.0,0.0,0.04,0.04,0.04,13.0,0.0,1.0,3.0,9.0,5.0,4.0,0.0,4.0,0.0,0.0,2236.0,2.0,0.0,0.0,0.0,4.47,0.17,0.17,0.16,0.15,5.0,1.0,1.0,7.0,0.0,1.0,0.0,6.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,6.68,6.0,5.72,0.05,0.03,0.03,0.19,0.18,0.18,5.88,0.7,0.67,0.75,0.73,7.0,1.0,1.0,9.0,0.0,1.0,0.0,4.0,3.0,1.0,0.11,0.37,0.22,0.0,0.0,0.0,9.79,8.0,8.66,0.09,0.22,0.22,0.56,0.61,0.61,1.9,1.86,45.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1299999999999999,0.0,0.0,6.990291262135922,515.0,13.980582524271844,0.0,0.0,0.0,0.0,6.990291262135922,20.97087378640777,62.9126213592233,,
8480979,Nathan Smith,10,7304.0,162.0,3.2,0.47,0.41,0.47,0.44,0.47,0.43,60.0,12.65,1.72,0.98,2.44,0.39,6.74,4.74,1.65,1.67,1.6,1.0,1.0,14.0,3.0,4.0,21.0,4.0,2.0,2.0,0.0,2.0,0.0,4.0,7.0,12.0,15.0,1.0,2.0,36.0,26.0,1.0,12.0,9.0,5.0,3.0,0.35,0.61,0.76,0.0,2.0,0.0,19.79,17.0,16.38,3.0,0.21,0.22,0.23,1.69,1.66,1.59,162.0,20.0,15.0,22.0,105.0,23.0,28.0,22.0,89.0,36.0,54.0,21736.0,2.0,4.0,2.0,6.0,59.43,5.41,5.14,5.26,5.0,60.0,23.0,18.0,101.0,6.0,7.0,0.0,61.0,16.0,6.0,1.74,2.15,1.52,2.0,4.0,0.0,94.24,83.0,78.83,0.83,1.2,1.39,4.84,4.68,4.56,66.57,6.21,5.98,6.68,6.43,63.0,30.0,22.0,115.0,7.0,8.0,4.0,68.0,20.0,5.0,2.31,2.38,1.52,2.0,1.0,4.0,124.41,93.0,99.74,0.96,1.8,1.8,5.37,5.72,5.64,13.28,19.34,304.0,393.0,0.13,0.0,7.0,1.0,5.0,0.0,0.0299999999999999,2.9572836801752467,1.4786418400876231,5.914567360350493,730.4,12.814895947426068,0.4928806133625411,1.9715224534501643,2.9572836801752467,9.85761226725082,7.393209200438116,10.843373493975903,51.75246440306681,,
8480870,Benoit-Olivier Groulx,18,9903.0,223.0,1.35,0.43,0.51,0.44,0.49,0.42,0.5,170.0,14.37,1.18,0.96,3.17,0.42,7.56,5.71,1.15,1.2,1.16,1.0,1.0,15.0,4.0,9.0,28.0,2.0,0.0,2.0,0.0,3.0,0.0,7.0,7.0,15.0,19.0,0.0,0.0,37.0,18.0,3.0,3.0,13.0,6.0,0.0,0.41,0.77,0.0,0.0,0.0,0.0,28.72,19.0,19.23,1.0,0.2,0.49,0.16,1.23,1.24,1.21,223.0,28.0,21.0,35.0,139.0,36.0,43.0,31.0,113.0,37.0,38.0,42568.0,0.0,0.0,0.0,5.0,68.58,5.28,5.07,5.33,5.11,69.0,25.0,37.0,131.0,4.0,8.0,1.0,75.0,16.0,3.0,2.03,2.05,1.19,1.0,2.0,1.0,134.06,94.0,95.09,0.85,1.65,1.56,4.56,4.55,4.48,91.13,6.93,6.77,6.91,6.75,90.0,41.0,37.0,168.0,5.0,12.0,1.0,99.0,29.0,3.0,2.73,3.38,0.82,4.0,1.0,0.0,167.61,131.0,130.44,1.23,1.89,1.89,6.27,6.22,6.14,27.05,26.37,623.0,640.0,0.24,0.17,5.0,3.0,5.0,3.0,-0.0499999999999999,1.4541048167222053,0.3635262041805513,1.090578612541654,550.1666666666666,6.543471675249925,1.090578612541654,0.7270524083611026,1.8176310209027569,10.178733717055437,7.6340502877915775,12.723417146319296,50.53014238109664,,
8482665,Matty Beniers,10,8057.0,161.0,7.16,0.39,0.54,0.47,0.54,0.49,0.55,47.0,10.48,0.63,0.56,2.56,0.34,5.99,4.91,0.63,0.63,0.63,3.0,1.0,8.0,7.0,3.0,18.0,5.0,1.0,0.0,0.0,3.0,0.0,4.0,7.0,7.0,14.0,0.0,0.0,37.0,7.0,6.0,4.0,12.0,3.0,0.0,0.23,0.41,0.0,0.0,1.0,0.0,18.73,15.0,15.46,2.0,0.11,0.0,0.0,0.75,0.74,0.74,161.0,26.0,8.0,27.0,100.0,20.0,18.0,30.0,93.0,37.0,52.0,22229.0,0.0,2.0,1.0,4.0,60.1,4.29,4.19,4.35,4.24,59.0,25.0,22.0,106.0,6.0,2.0,0.0,64.0,19.0,1.0,1.68,2.31,0.3,3.0,3.0,0.0,107.82,84.0,85.39,0.76,0.46,0.46,4.59,4.67,4.59,63.69,6.64,6.39,6.61,6.37,59.0,28.0,33.0,120.0,7.0,8.0,1.0,60.0,19.0,8.0,1.8,2.42,2.41,2.0,3.0,2.0,119.85,87.0,86.96,0.94,1.93,1.93,5.64,5.64,5.57,15.36,13.3,354.0,297.0,0.23,0.01,6.0,2.0,4.0,1.0,-0.07,2.680898597492863,0.8936328658309544,1.7872657316619087,805.7,3.1277150304083405,2.680898597492863,2.234082164577386,1.7872657316619087,11.617227255802408,3.574531463323817,12.064043688717886,44.68164329154773,,
8481532,Alex Turcotte,8,5207.0,129.0,1.48,0.52,0.61,0.54,0.61,0.56,0.61,74.0,12.94,1.2,1.0,3.19,0.43,5.9,4.28,1.17,1.14,1.11,0.0,0.0,13.0,3.0,3.0,19.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,7.0,13.0,16.0,1.0,2.0,12.0,8.0,3.0,3.0,11.0,4.0,1.0,0.41,0.52,0.27,0.0,0.0,0.0,18.57,16.0,15.6,2.0,0.21,0.39,0.38,1.03,0.98,0.97,129.0,18.0,11.0,26.0,74.0,13.0,25.0,5.0,86.0,12.0,16.0,18885.0,2.0,0.0,0.0,2.0,42.86,3.4,3.26,3.33,3.19,40.0,18.0,18.0,76.0,2.0,5.0,0.0,43.0,13.0,2.0,1.22,1.49,0.69,1.0,1.0,0.0,74.66,58.0,57.29,0.57,0.85,0.85,3.12,3.04,2.92,33.88,3.1,3.02,3.21,3.12,30.0,16.0,18.0,64.0,2.0,4.0,0.0,30.0,15.0,1.0,1.0,1.84,0.26,0.0,2.0,0.0,65.4,46.0,46.7,0.49,0.52,0.52,3.07,3.2,3.15,20.4,13.16,336.0,219.0,0.08,0.42,4.0,5.0,4.0,4.0,-0.0699999999999999,1.382753985020165,1.382753985020165,2.074130977530248,650.875,5.53101594008066,2.074130977530248,0.0,1.382753985020165,12.444785865181489,7.6051469176109086,17.975801805262147,51.161897445746106,,
8481530,Brayden Tracey,1,561.0,11.0,-0.42,0.47,0.53,0.27,0.48,0.23,0.51,10.0,0.72,0.14,0.06,0.12,0.02,0.38,0.27,0.14,0.14,0.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.97,1.0,0.97,0.0,0.01,0.0,0.0,0.16,0.15,0.15,11.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,5.0,0.0,0.0,2813.0,0.0,0.0,0.0,0.0,2.09,0.2,0.2,0.19,0.19,3.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.06,0.14,0.0,0.0,0.0,0.0,3.94,3.0,2.91,0.03,0.0,0.0,0.23,0.22,0.21,7.11,0.22,0.22,0.23,0.23,8.0,2.0,1.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,0.22,0.0,0.0,1.0,0.0,0.0,11.14,10.0,10.04,0.08,0.0,0.0,0.3,0.32,0.31,1.53,1.33,37.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2099999999999999,0.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,6.4171122994652405,12.83422459893048,25.66844919786096,25.66844919786096,,
8483570,Ben Meyers,5,2919.0,68.0,1.33,0.45,0.53,0.53,0.53,0.51,0.5,47.0,8.86,0.98,0.68,1.61,0.24,4.27,3.21,0.94,0.97,0.93,0.0,0.0,8.0,3.0,1.0,12.0,1.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0,7.0,10.0,0.0,0.0,11.0,1.0,1.0,0.0,5.0,6.0,0.0,0.16,0.83,0.0,0.0,1.0,0.0,11.88,11.0,10.88,0.0,0.14,0.2,0.2,0.93,0.93,0.92,68.0,9.0,3.0,16.0,40.0,9.0,9.0,12.0,38.0,11.0,13.0,11780.0,0.0,0.0,0.0,1.0,27.29,2.06,2.0,2.05,1.99,25.0,12.0,11.0,48.0,1.0,2.0,0.0,27.0,10.0,0.0,0.83,1.23,0.0,0.0,1.0,0.0,46.98,37.0,36.53,0.37,0.24,0.24,2.2,2.2,2.16,25.8,2.48,2.43,2.49,2.43,28.0,8.0,7.0,43.0,3.0,3.0,0.0,27.0,6.0,3.0,0.74,0.84,0.9,1.0,2.0,0.0,44.24,36.0,36.65,0.38,0.71,0.71,2.14,2.14,2.12,9.14,8.23,211.0,187.0,0.17,0.0,2.0,0.0,2.0,0.0,0.0,1.2332990750256938,0.0,0.0,583.8,1.2332990750256938,1.2332990750256938,1.2332990750256938,1.2332990750256938,11.099691675231243,3.6998972250770814,19.7327852004111,49.33196300102775,,
8481656,Aliaksei Protas,33,21422.0,467.0,12.52,0.51,0.5,0.54,0.52,0.54,0.52,285.0,31.17,4.17,2.58,6.43,1.06,16.18,11.57,3.94,4.2,3.97,4.0,1.0,32.0,10.0,17.0,59.0,8.0,3.0,6.0,1.0,6.0,0.0,8.0,19.0,29.0,39.0,0.0,0.0,53.0,19.0,8.0,13.0,21.0,15.0,6.0,0.93,1.73,1.51,2.0,0.0,1.0,60.66,42.0,42.82,8.0,0.55,0.6,1.11,3.62,3.64,3.57,467.0,79.0,36.0,90.0,262.0,73.0,63.0,67.0,264.0,53.0,61.0,77845.0,0.0,4.0,2.0,12.0,173.77,13.42,12.95,13.59,13.13,166.0,76.0,88.0,330.0,16.0,13.0,1.0,186.0,47.0,9.0,5.53,5.65,2.25,10.0,4.0,2.0,335.51,242.0,244.85,2.43,1.84,1.84,14.01,14.2,13.94,144.89,12.65,12.29,12.63,12.27,139.0,65.0,80.0,284.0,12.0,14.0,1.0,147.0,49.0,8.0,4.27,6.03,2.35,5.0,5.0,2.0,283.11,204.0,203.4,2.08,2.36,2.36,12.36,12.35,12.16,50.14,50.6,1199.0,1113.0,0.33,0.6,13.0,15.0,11.0,13.0,0.02,2.688824572869013,1.3444122864345065,2.1846699654560733,649.1515151515151,3.192979180281953,1.3444122864345065,1.3444122864345065,2.01661842965176,13.276071328540754,6.049855288955279,15.124638222388198,44.029502380730094,,
8482652,Walker Duehr,1,527.0,14.0,-0.3,0.45,0.72,0.31,0.62,0.3,0.59,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,3.0,4.0,6.0,3.0,3.0,1.0,7.0,0.0,0.0,2083.0,0.0,0.0,0.0,0.0,2.06,0.12,0.12,0.14,0.14,2.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.02,0.1,0.0,0.0,0.0,0.0,5.55,3.0,3.29,0.03,0.0,0.0,0.15,0.17,0.17,5.08,0.15,0.15,0.14,0.14,4.0,3.0,4.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,9.9,7.0,6.41,0.05,0.0,0.0,0.2,0.18,0.18,1.76,0.7,38.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,6.831119544592031,20.49335863377609,27.324478178368125,40.98671726755218,,
8479518,Fredrik Karlstrom,3,1073.0,30.0,0.88,0.58,0.56,0.42,0.5,0.39,0.49,36.0,0.93,0.21,0.09,0.14,0.02,0.29,0.24,0.21,0.21,0.21,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.21,0.0,0.0,0.0,0.97,1.0,0.96,1.0,0.02,0.47,0.0,0.23,0.23,0.23,30.0,1.0,1.0,2.0,26.0,3.0,4.0,4.0,19.0,0.0,0.0,8379.0,0.0,0.0,0.0,0.0,5.63,0.86,0.76,0.89,0.78,4.0,3.0,3.0,10.0,2.0,1.0,1.0,4.0,1.0,2.0,0.04,0.14,0.69,0.0,1.0,1.0,9.8,7.0,6.98,0.07,0.47,0.47,0.46,0.46,0.46,8.28,0.63,0.63,0.65,0.65,4.0,7.0,3.0,14.0,0.0,0.0,0.0,8.0,3.0,0.0,0.25,0.38,0.0,0.0,0.0,0.0,14.68,11.0,11.38,0.11,0.0,0.0,0.74,0.76,0.76,6.14,4.73,138.0,136.0,0.01,0.0,1.0,0.0,1.0,0.0,-0.08,6.710158434296365,3.3550792171481825,6.710158434296365,357.6666666666667,0.0,0.0,3.3550792171481825,0.0,3.3550792171481825,3.3550792171481825,6.710158434296365,87.23205964585274,,
8481239,Samuel Fagemo,4,2863.0,62.0,0.78,0.54,0.58,0.54,0.62,0.56,0.64,25.0,4.61,0.54,0.37,1.24,0.15,2.12,1.56,0.5,0.52,0.48,0.0,0.0,5.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,0.23,0.1,0.21,0.0,0.0,0.0,10.4,6.0,5.63,0.0,0.08,0.0,0.28,0.35,0.33,0.29,62.0,7.0,7.0,7.0,41.0,8.0,8.0,6.0,40.0,0.0,0.0,9060.0,0.0,0.0,0.0,3.0,26.15,2.22,2.15,2.13,2.06,29.0,7.0,14.0,50.0,1.0,5.0,0.0,30.0,3.0,3.0,0.91,0.36,0.96,1.0,0.0,0.0,46.87,36.0,34.38,0.36,1.17,1.17,1.41,1.35,1.3,20.71,1.88,1.79,1.94,1.85,22.0,6.0,14.0,42.0,2.0,4.0,1.0,22.0,4.0,2.0,0.73,0.53,0.61,0.0,2.0,0.0,43.65,28.0,28.76,0.29,0.73,0.73,1.43,1.48,1.45,10.11,7.41,176.0,107.0,0.31,0.11,2.0,1.0,2.0,1.0,-0.0799999999999999,1.25742228431715,0.0,1.25742228431715,715.75,2.5148445686343,2.5148445686343,0.0,3.7722668529514496,8.80195599022005,8.80195599022005,8.80195599022005,51.55431365700314,,
8478438,Thomas Novak,27,16271.0,342.0,9.25,0.53,0.51,0.57,0.49,0.58,0.5,267.0,23.67,1.71,1.58,4.99,0.77,14.14,10.81,1.7,1.74,1.73,1.0,2.0,22.0,12.0,7.0,41.0,3.0,0.0,1.0,0.0,7.0,2.0,10.0,14.0,22.0,34.0,1.0,2.0,50.0,4.0,14.0,5.0,29.0,5.0,0.0,1.17,0.54,0.0,0.0,0.0,0.0,41.29,34.0,34.34,2.0,0.33,0.18,0.0,2.04,2.07,2.05,342.0,23.0,20.0,36.0,263.0,44.0,44.0,40.0,214.0,50.0,66.0,62287.0,2.0,4.0,2.0,6.0,142.39,10.33,10.15,10.38,10.21,142.0,61.0,57.0,260.0,6.0,8.0,0.0,164.0,34.0,5.0,5.22,3.83,1.28,3.0,3.0,0.0,261.7,203.0,204.47,1.94,1.17,1.17,11.1,11.2,11.07,103.35,9.29,9.08,9.17,8.96,99.0,47.0,50.0,196.0,10.0,6.0,0.0,105.0,36.0,5.0,3.34,4.57,1.37,1.0,9.0,0.0,192.79,146.0,144.52,1.5,1.21,1.21,9.57,9.45,9.33,41.54,39.52,887.0,906.0,0.3,0.3,16.0,6.0,9.0,5.0,0.0799999999999999,1.327515211111794,0.4425050703705979,1.1062626759264949,602.6296296296297,0.8850101407411959,3.097535492594186,0.663757605555897,1.327515211111794,5.088808309261877,4.425050703705979,7.965091266670763,58.18941675373364,0.12008405539482794,0.2401681107896559
8482745,Mason McTavish,9,5794.0,134.0,2.22,0.45,0.49,0.41,0.46,0.45,0.45,74.0,10.65,1.51,0.68,2.41,0.36,4.97,4.06,1.4,1.54,1.42,0.0,0.0,12.0,2.0,1.0,15.0,2.0,2.0,0.0,2.0,3.0,0.0,6.0,3.0,10.0,12.0,1.0,2.0,0.0,7.0,2.0,0.0,7.0,4.0,3.0,0.26,0.5,0.75,0.0,0.0,2.0,15.44,14.0,14.41,0.0,0.15,0.0,0.55,1.11,1.11,1.07,134.0,10.0,10.0,21.0,93.0,26.0,23.0,10.0,75.0,0.0,3.0,21541.0,2.0,4.0,2.0,6.0,45.77,3.48,3.29,3.52,3.32,49.0,14.0,12.0,75.0,5.0,3.0,3.0,49.0,10.0,4.0,1.34,1.16,0.98,3.0,0.0,2.0,76.15,63.0,64.4,0.57,0.56,0.81,3.24,3.25,3.15,55.03,4.23,4.13,4.26,4.16,58.0,20.0,32.0,110.0,2.0,5.0,1.0,63.0,12.0,3.0,1.94,1.48,0.82,1.0,1.0,0.0,108.3,78.0,76.85,0.74,1.21,1.21,3.76,3.77,3.72,12.32,12.58,302.0,357.0,0.08,0.43,4.0,5.0,2.0,5.0,-0.05,3.106662064204349,0.0,0.0,643.7777777777778,4.34932688988609,1.2426648256817396,1.2426648256817396,3.727994477045219,6.213324128408699,6.213324128408699,13.047980669658266,57.78391439420089,,
8479362,Riley Tufte,10,4236.0,110.0,-0.32,0.41,0.52,0.37,0.48,0.37,0.49,114.0,5.57,0.59,0.4,1.11,0.17,2.6,2.14,0.58,0.61,0.61,0.0,0.0,5.0,2.0,1.0,8.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,4.0,6.0,2.0,4.0,1.0,9.0,1.0,3.0,4.0,3.0,0.0,0.15,0.43,0.0,0.0,1.0,0.0,8.21,7.0,7.22,1.0,0.08,0.0,0.18,0.49,0.5,0.5,110.0,4.0,6.0,17.0,83.0,14.0,23.0,8.0,65.0,1.0,1.0,24401.0,4.0,2.0,1.0,4.0,23.53,1.4,1.36,1.45,1.41,21.0,11.0,11.0,43.0,2.0,1.0,1.0,26.0,6.0,0.0,0.63,0.77,0.0,1.0,1.0,0.0,44.46,32.0,33.32,0.3,0.18,0.18,1.52,1.55,1.51,37.89,1.98,1.95,1.92,1.89,41.0,13.0,19.0,73.0,2.0,1.0,0.0,47.0,7.0,0.0,1.13,0.85,0.0,2.0,0.0,0.0,70.64,54.0,52.62,0.47,0.15,0.15,2.29,2.24,2.21,17.55,15.95,347.0,372.0,0.0,0.16,0.0,7.0,0.0,6.0,-0.1099999999999999,1.69971671388102,0.8498583569405099,2.54957507082153,423.6,7.64872521246459,0.8498583569405099,0.8498583569405099,3.39943342776204,3.39943342776204,5.09915014164306,14.447592067988673,70.53824362606233,,
