lineId,playerNames,position,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,playerId3,player1Name,player2Name,player3Name
847721384779378478874,Schaller-Gaudette-Virtanen,line,14,684.0,0.16,0.41,0.38,3.85,0.09,0.14,1.01,0.11,1.77,1.88,0.09,0.09,0.09,3.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,6.68,5.0,4.86,0.0,0.03,0.0,0.0,0.12,0.11,0.11,5.69,0.47,0.37,1.14,0.16,3.36,2.5,0.47,0.49,0.48,8.0,0.0,2.0,10.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,3.0,3.0,2.0,1.0,6.0,2.0,0.0,0.17,0.3,0.0,2.0,1.0,0.0,10.42,8.0,8.29,1.0,0.08,0.0,0.0,0.55,0.56,0.56,8477213,8477937,8478874,Tim Schaller,Jake Virtanen,Adam Gaudette
847468584774568477930,Calvert-Compher-Bellemare,line,13,3510.0,0.75,0.47044444444444444,0.55,8.46,0.64,0.56,1.8,0.26,4.99,3.75,0.64,0.69,0.69,9.0,3.0,7.0,19.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,8.0,11.0,0.0,0.0,7.0,5.0,1.0,0.0,10.0,2.0,0.0,0.44,0.2,0.0,0.0,1.0,0.0,21.35,12.0,13.27,0.0,0.11,0.0,0.0,0.75,0.82,0.82,7.31,0.21,0.44,1.94,0.21,4.2,2.99,0.21,0.21,0.21,7.0,3.0,5.0,15.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,7.0,10.0,0.0,0.0,11.0,8.0,0.0,2.0,9.0,1.0,0.0,0.1,0.11,0.0,0.0,0.0,0.0,14.37,10.0,9.71,1.0,0.09,0.0,0.0,0.3,0.29,0.29,8474685,8477456,8477930,Matt Calvert,J.T. Compher,Pierre-Edouard Bellemare
847516084779608478455,Wagner-Kempe-Clifford,line,5,1302.0,0.4,0.43,0.42,5.7,0.41,0.34,1.3,0.18,3.35,2.42,0.4,0.39,0.38,5.0,3.0,4.0,12.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,5.0,8.0,3.0,6.0,8.0,13.0,0.0,1.0,6.0,2.0,0.0,0.16,0.25,0.0,0.0,0.0,0.0,11.38,8.0,7.86,1.0,0.07,0.0,0.0,0.48,0.46,0.45,7.95,0.62,0.45,2.13,0.31,3.87,3.61,0.54,0.71,0.61,8.0,3.0,5.0,16.0,0.0,2.0,0.0,3.0,0.0,4.0,2.0,8.0,11.0,1.0,2.0,18.0,11.0,0.0,2.0,8.0,2.0,1.0,0.11,0.28,0.23,0.0,0.0,0.0,17.51,11.0,12.0,1.0,0.09,0.38,0.38,0.33,0.37,0.35,8475160,8477960,8478455,Kyle Clifford,Adrian Kempe,Austin Wagner
847641984802088480801,Tkachuk-Pageau-Batherson,line,13,1325.0,0.62,0.61,0.6,16.97,1.4,1.23,4.65,0.62,9.35,6.74,1.38,1.33,1.31,18.0,6.0,6.0,30.0,0.0,3.0,0.0,4.0,1.0,8.0,8.0,18.0,24.0,2.0,7.0,12.0,18.0,2.0,3.0,16.0,8.0,0.0,0.49,0.91,0.0,0.0,0.0,0.0,27.54,24.0,22.37,2.0,0.26,0.3,0.34,1.32,1.26,1.25,11.8,0.87,0.65,2.83,0.36,6.14,5.15,0.86,0.94,0.93,15.0,1.0,3.0,19.0,2.0,1.0,1.0,4.0,0.0,2.0,7.0,13.0,14.0,1.0,5.0,7.0,7.0,2.0,4.0,14.0,1.0,1.0,0.41,0.09,0.37,1.0,0.0,1.0,20.24,16.0,17.02,3.0,0.13,0.37,0.37,0.63,0.67,0.66,8476419,8480208,8480801,Jean-Gabriel Pageau,Drake Batherson,Brady Tkachuk
846945484757388480018,Kovalchuk-Suzuki-Weal,line,1,813.0,0.77,0.7,0.8,9.09,0.75,0.76,2.31,0.29,4.78,3.11,0.74,0.74,0.74,11.0,1.0,4.0,16.0,1.0,1.0,0.0,2.0,0.0,2.0,6.0,10.0,11.0,1.0,2.0,6.0,6.0,0.0,4.0,9.0,2.0,1.0,0.33,0.2,0.22,0.0,0.0,1.0,16.35,12.0,12.34,4.0,0.16,0.04,0.04,0.86,0.86,0.85,2.27,0.22,0.15,0.48,0.07,1.16,0.91,0.22,0.23,0.23,3.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,12.0,3.0,2.0,3.0,2.0,1.0,0.0,0.02,0.2,0.0,1.0,0.0,0.0,7.0,3.0,3.02,3.0,0.03,0.0,0.0,0.25,0.26,0.26,8469454,8475738,8480018,Ilya Kovalchuk,Jordan Weal,Nick Suzuki
847689784779648480023,Barbashev-Thomas-Sundqvist,line,7,963.0,0.63,0.48,0.53,7.39,1.03,0.53,1.58,0.22,3.76,2.87,0.97,0.96,0.91,6.0,4.0,1.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,5.0,9.0,3.0,6.0,7.0,2.0,3.0,0.0,6.0,1.0,3.0,0.17,0.1,0.76,0.0,1.0,0.0,10.43,10.0,9.53,0.0,0.11,0.26,0.26,0.88,0.83,0.82,7.14,0.62,0.48,1.52,0.19,3.38,2.81,0.58,0.64,0.6,5.0,4.0,3.0,12.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,2.0,4.0,7.0,7.0,4.0,0.0,6.0,2.0,1.0,0.12,0.2,0.3,0.0,1.0,1.0,12.44,9.0,9.25,0.0,0.1,0.3,0.3,0.42,0.44,0.43,8476897,8477964,8480023,Oskar Sundqvist,Ivan Barbashev,Robert Thomas
847523684779408478891,Ehlers-Eakin-Appleton,line,2,1034.0,0.43,0.51,0.5,10.07,0.85,0.58,2.3,0.32,5.54,4.41,0.85,0.86,0.86,12.0,2.0,5.0,19.0,0.0,0.0,0.0,2.0,0.0,9.0,3.0,12.0,14.0,0.0,0.0,8.0,10.0,1.0,2.0,10.0,3.0,1.0,0.29,0.35,0.2,0.0,0.0,0.0,19.21,14.0,14.03,2.0,0.12,0.0,0.0,0.97,0.98,0.98,9.78,1.11,0.83,2.31,0.35,5.66,3.74,1.11,1.09,1.08,7.0,7.0,4.0,18.0,0.0,1.0,0.0,4.0,2.0,2.0,5.0,7.0,14.0,2.0,4.0,10.0,4.0,2.0,3.0,8.0,6.0,0.0,0.24,0.88,0.0,0.0,0.0,0.0,17.65,14.0,13.73,3.0,0.17,0.05,0.05,1.24,1.21,1.2,8475236,8477940,8478891,Cody Eakin,Nikolaj Ehlers,Mason Appleton
847353384757998477998,Foegele-Staal-Niederreiter,line,30,8013.0,0.65,0.5733932359915138,0.6,61.54,6.09,4.12,14.62,2.1,32.65,24.41,5.67,6.13,5.73,58.0,26.0,32.0,116.0,7.0,8.0,1.0,10.0,2.0,34.0,23.0,51.0,77.0,2.0,4.0,70.0,58.0,7.0,20.0,62.0,16.0,6.0,2.04,2.13,1.92,2.0,4.0,1.0,118.06,84.0,85.7,11.0,0.86,2.05,2.05,4.89,4.96,4.86,42.27,3.25,2.45,10.24,1.35,22.09,17.61,3.17,3.37,3.28,41.0,16.0,21.0,78.0,3.0,3.0,2.0,11.0,3.0,16.0,21.0,38.0,54.0,4.0,8.0,67.0,47.0,4.0,18.0,42.0,12.0,3.0,1.11,1.37,0.77,1.0,0.0,2.0,78.25,57.0,57.34,10.0,0.51,0.71,0.71,3.04,3.13,3.09,8473533,8475799,8477998,Jordan Staal,Nino Niederreiter,Warren Foegele
847515184794078480002,Bratt-Hischier-Palmieri,line,19,8331.0,0.6,0.49,0.57,88.67,7.42,5.96,20.05,2.93,50.13,36.51,7.12,7.51,7.2,84.0,39.0,15.0,138.0,10.0,7.0,2.0,17.0,4.0,35.0,50.0,74.0,113.0,9.0,18.0,86.0,42.0,17.0,27.0,87.0,32.0,4.0,2.42,3.78,1.22,3.0,6.0,1.0,139.59,123.0,123.86,17.0,1.23,1.08,1.08,7.58,7.66,7.46,66.97,4.94,4.16,14.82,2.03,37.66,29.38,4.77,5.0,4.83,69.0,24.0,48.0,141.0,2.0,2.0,0.0,20.0,4.0,27.0,38.0,67.0,91.0,8.0,16.0,87.0,39.0,24.0,14.0,69.0,22.0,2.0,2.19,2.23,0.53,0.0,1.0,1.0,140.05,93.0,93.06,6.0,0.85,0.35,0.35,5.44,5.5,5.32,8475151,8479407,8480002,Kyle Palmieri,Jesper Bratt,Nico Hischier
847079484784498478495,Hintz-Pavelski-Gurianov,line,25,6113.0,0.59,0.48,0.46,46.1,4.55,3.29,11.3,1.6,26.17,18.08,4.4,4.52,4.38,44.0,21.0,27.0,92.0,4.0,5.0,0.0,11.0,5.0,20.0,20.0,40.0,61.0,5.0,10.0,58.0,38.0,6.0,18.0,47.0,11.0,7.0,1.44,1.28,1.83,1.0,1.0,2.0,92.18,65.0,64.93,7.0,0.69,1.0,1.0,4.24,4.29,4.21,53.39,3.19,3.22,13.43,1.81,31.18,23.15,3.12,3.2,3.13,58.0,18.0,23.0,99.0,1.0,2.0,0.0,13.0,0.0,27.0,33.0,57.0,75.0,9.0,16.0,51.0,34.0,10.0,26.0,65.0,10.0,1.0,1.5,1.37,0.33,0.0,1.0,0.0,98.18,76.0,75.24,18.0,0.65,0.43,0.43,3.42,3.43,3.42,8470794,8478449,8478495,Joe Pavelski,Roope Hintz,Denis Gurianov
847571484757668476925,Watson-Sissons-Jarnkrok,line,17,3197.0,0.54,0.51,0.57,26.85,1.4,1.66,6.42,0.87,15.99,11.67,1.38,1.39,1.37,22.0,16.0,9.0,47.0,1.0,0.0,0.0,5.0,0.0,18.0,14.0,21.0,37.0,6.0,23.0,25.0,23.0,2.0,7.0,34.0,4.0,0.0,0.95,0.45,0.0,1.0,0.0,0.0,47.2,38.0,37.92,6.0,0.34,0.0,0.0,1.73,1.72,1.7,20.26,1.2,1.26,4.9,0.63,12.13,8.89,1.12,1.17,1.1,19.0,10.0,16.0,45.0,1.0,2.0,0.0,3.0,1.0,7.0,15.0,18.0,28.0,4.0,17.0,20.0,34.0,5.0,2.0,25.0,2.0,2.0,0.53,0.17,0.5,0.0,1.0,0.0,45.22,29.0,29.18,1.0,0.25,0.5,0.5,0.96,0.95,0.94,8475714,8475766,8476925,Calle Jarnkrok,Austin Watson,Colton Sissons
847347384768738478512,Lucic-Jankowski-Czarnik,line,2,778.0,0.47,0.55,0.44,2.63,0.08,0.15,0.6,0.08,1.78,1.3,0.08,0.08,0.08,3.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,4.0,1.0,2.0,8.0,3.0,3.0,2.0,4.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,6.04,4.0,4.09,0.0,0.03,0.0,0.0,0.11,0.11,0.11,3.28,0.09,0.21,0.73,0.09,2.3,1.58,0.09,0.1,0.09,3.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,0.0,0.09,0.0,0.0,1.0,0.0,0.0,4.95,5.0,4.94,1.0,0.04,0.0,0.0,0.14,0.14,0.14,8473473,8476873,8478512,Milan Lucic,Mark Jankowski,Austin Czarnik
847736684779428477987,Fiala-Johnson-Donato,line,2,922.0,0.18,0.36,0.36,2.97,0.15,0.15,0.6,0.07,1.43,1.59,0.15,0.14,0.14,4.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,9.0,4.0,1.0,0.0,3.0,1.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,4.8,4.0,3.78,0.0,0.03,0.0,0.0,0.18,0.16,0.16,5.43,0.69,0.45,1.09,0.15,2.65,1.97,0.68,0.7,0.68,7.0,0.0,2.0,9.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,6.0,6.0,1.0,2.0,8.0,10.0,3.0,1.0,4.0,2.0,1.0,0.17,0.29,0.23,0.0,0.0,1.0,9.28,7.0,7.19,0.0,0.1,0.0,0.0,0.79,0.79,0.77,8477366,8477942,8477987,Luke Johnson,Kevin Fiala,Ryan Donato
847579984779988478427,Foegele-Aho-Niederreiter,line,15,1042.0,0.6,0.63,0.63,15.24,2.03,1.25,3.62,0.5,6.91,4.69,1.83,2.03,1.83,16.0,3.0,3.0,22.0,3.0,4.0,0.0,1.0,0.0,7.0,4.0,13.0,16.0,2.0,4.0,8.0,10.0,1.0,2.0,9.0,7.0,3.0,0.38,0.94,0.72,1.0,1.0,1.0,21.77,19.0,18.49,1.0,0.26,0.7,0.7,1.6,1.6,1.53,8.32,1.34,0.73,2.14,0.26,4.01,2.52,1.26,1.29,1.21,8.0,3.0,2.0,13.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,6.0,9.0,1.0,2.0,4.0,11.0,1.0,3.0,6.0,3.0,2.0,0.22,0.44,0.68,1.0,0.0,1.0,12.72,11.0,10.75,2.0,0.15,0.55,0.86,0.63,0.6,0.6,8475799,8477998,8478427,Nino Niederreiter,Warren Foegele,Sebastian Aho
847354884757918477989,Hall-Dvorak-Kessel,line,22,3848.0,0.57,0.53,0.48,35.42,3.26,2.52,8.25,1.1,18.96,13.92,3.16,3.29,3.18,34.0,14.0,22.0,70.0,3.0,3.0,0.0,11.0,2.0,15.0,14.0,31.0,45.0,5.0,10.0,39.0,11.0,10.0,8.0,34.0,11.0,3.0,1.0,1.53,0.73,2.0,0.0,1.0,71.25,48.0,49.3,4.0,0.53,0.63,0.63,3.16,3.19,3.14,36.34,2.5,2.3,8.75,1.1,20.59,15.76,2.46,2.43,2.39,37.0,14.0,11.0,62.0,2.0,0.0,0.0,15.0,2.0,12.0,20.0,35.0,49.0,1.0,2.0,26.0,30.0,11.0,8.0,38.0,12.0,1.0,0.9,1.36,0.23,2.0,0.0,0.0,61.12,51.0,50.13,6.0,0.48,0.0,0.0,2.97,2.9,2.85,8473548,8475791,8477989,Phil Kessel,Taylor Hall,Christian Dvorak
847004784740408477511,Gagner-Filppula-Mantha,line,2,685.0,0.32,0.5,0.5,6.73,0.29,0.34,1.53,0.2,3.56,3.07,0.29,0.31,0.31,6.0,3.0,3.0,12.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,6.0,9.0,0.0,0.0,5.0,3.0,0.0,0.0,9.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,12.8,9.0,9.61,0.0,0.07,0.0,0.0,0.36,0.39,0.38,6.86,0.61,0.4,1.48,0.18,3.47,2.85,0.61,0.57,0.56,5.0,4.0,3.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,5.0,9.0,0.0,0.0,7.0,5.0,1.0,1.0,6.0,2.0,1.0,0.07,0.22,0.33,0.0,0.0,0.0,11.1,9.0,8.35,0.0,0.08,0.0,0.0,0.7,0.64,0.64,8470047,8474040,8477511,Valtteri Filppula,Sam Gagner,Anthony Mantha
847344984757288475784,Skinner-Larsson-Okposo,line,17,736.0,0.54,0.55,0.53,7.53,0.73,0.47,1.85,0.23,3.69,3.03,0.71,0.75,0.73,9.0,1.0,2.0,12.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,7.0,8.0,0.0,0.0,1.0,8.0,1.0,0.0,6.0,3.0,1.0,0.16,0.36,0.21,0.0,1.0,1.0,12.27,10.0,10.24,0.0,0.1,0.0,0.0,0.83,0.86,0.83,6.45,0.62,0.41,1.37,0.21,3.54,2.85,0.61,0.61,0.6,7.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,7.0,9.0,0.0,0.0,1.0,5.0,3.0,1.0,6.0,3.0,0.0,0.16,0.46,0.0,0.0,0.0,0.0,9.94,9.0,8.92,1.0,0.09,0.0,0.0,0.7,0.69,0.69,8473449,8475728,8475784,Kyle Okposo,Johan Larsson,Jeff Skinner
847357384770158480801,Tkachuk-Anisimov-Brown,line,21,826.0,0.16,0.25,0.25,3.99,0.23,0.26,0.87,0.12,2.6,1.92,0.23,0.23,0.23,5.0,1.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,6.0,2.0,4.0,6.0,11.0,2.0,1.0,5.0,1.0,0.0,0.14,0.09,0.0,0.0,0.0,0.0,7.7,6.0,5.85,0.0,0.05,0.0,0.0,0.28,0.28,0.28,12.28,1.19,0.96,2.84,0.45,7.35,5.21,1.18,1.24,1.23,13.0,5.0,6.0,24.0,3.0,1.0,0.0,3.0,1.0,6.0,4.0,10.0,15.0,0.0,0.0,5.0,4.0,2.0,2.0,13.0,3.0,2.0,0.37,0.34,0.49,2.0,0.0,1.0,25.25,18.0,19.06,1.0,0.2,0.22,0.0,1.39,1.45,1.44,8473573,8477015,8480801,Artem Anisimov,Connor Brown,Brady Tkachuk
847692784788668479944,Simon-Blueger-Aston-Reese,line,22,2628.0,0.52,0.5,0.52,19.49,1.17,1.12,4.63,0.62,11.94,8.59,1.15,1.15,1.12,18.0,11.0,9.0,38.0,0.0,0.0,0.0,7.0,3.0,12.0,7.0,18.0,29.0,0.0,0.0,21.0,26.0,7.0,4.0,25.0,3.0,1.0,0.64,0.3,0.24,0.0,0.0,0.0,38.22,29.0,29.27,1.0,0.23,0.0,0.0,1.33,1.31,1.28,19.43,1.08,1.12,5.17,0.63,10.9,8.1,1.07,1.07,1.05,18.0,9.0,11.0,38.0,1.0,0.0,0.0,4.0,1.0,12.0,9.0,17.0,26.0,1.0,2.0,21.0,24.0,2.0,3.0,23.0,4.0,0.0,0.5,0.58,0.0,0.0,1.0,0.0,38.4,27.0,27.25,0.0,0.23,0.0,0.0,1.31,1.3,1.28,8476927,8478866,8479944,Teddy Blueger,Dominik Simon,Zach Aston-Reese
847077584746688476393,Cousins-Thompson-Weise,line,5,1935.0,0.53,0.4,0.38,11.11,1.31,0.77,2.6,0.34,5.78,4.21,1.3,1.3,1.3,13.0,2.0,3.0,18.0,2.0,1.0,0.0,2.0,1.0,3.0,6.0,11.0,13.0,2.0,4.0,20.0,31.0,1.0,9.0,10.0,3.0,2.0,0.26,0.45,0.6,0.0,1.0,1.0,18.26,15.0,15.23,7.0,0.16,0.23,0.0,1.47,1.46,1.45,16.49,1.15,1.03,4.05,0.59,9.49,7.7,1.12,1.15,1.13,20.0,4.0,3.0,27.0,2.0,1.0,1.0,3.0,0.0,9.0,9.0,18.0,22.0,1.0,2.0,13.0,20.0,1.0,9.0,19.0,5.0,0.0,0.53,0.62,0.0,0.0,2.0,0.0,27.18,24.0,24.08,7.0,0.21,0.19,0.19,1.17,1.17,1.16,8470775,8474668,8476393,Nate Thompson,Dale Weise,Nick Cousins
847077584740388476393,Byron-Thompson-Cousins,line,5,782.0,0.82,0.54,0.61,7.92,1.2,0.59,1.63,0.28,4.33,2.97,1.12,1.27,1.19,6.0,5.0,3.0,14.0,1.0,2.0,0.0,1.0,0.0,5.0,2.0,5.0,10.0,1.0,2.0,6.0,3.0,4.0,1.0,5.0,5.0,1.0,0.07,0.82,0.31,0.0,1.0,0.0,15.01,11.0,11.83,0.0,0.12,0.46,0.46,0.85,0.91,0.89,4.9,0.27,0.31,1.2,0.16,2.96,2.11,0.27,0.25,0.25,4.0,3.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,7.0,0.0,0.0,9.0,5.0,3.0,5.0,6.0,1.0,0.0,0.15,0.11,0.0,0.0,0.0,0.0,10.9,7.0,6.57,4.0,0.06,0.0,0.0,0.33,0.31,0.31,8470775,8474038,8476393,Nate Thompson,Paul Byron,Nick Cousins
847351284740378475763,Van Riemsdyk-Giroux-Hayes,line,7,1214.0,0.78,0.59,0.58,10.53,1.06,0.68,2.59,0.37,5.07,4.24,1.03,1.06,1.04,11.0,3.0,5.0,19.0,0.0,1.0,0.0,2.0,0.0,4.0,7.0,11.0,14.0,0.0,0.0,19.0,5.0,0.0,2.0,10.0,3.0,1.0,0.31,0.46,0.28,0.0,0.0,0.0,18.75,14.0,13.71,0.0,0.15,0.28,0.28,0.92,0.93,0.92,6.34,0.29,0.38,1.62,0.27,4.09,3.33,0.28,0.29,0.28,7.0,3.0,3.0,13.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,7.0,10.0,2.0,6.0,11.0,6.0,2.0,3.0,9.0,1.0,0.0,0.16,0.14,0.0,0.0,0.0,0.0,13.17,10.0,10.19,3.0,0.08,0.0,0.0,0.37,0.37,0.35,8473512,8474037,8475763,Claude Giroux,James van Riemsdyk,Kevin Hayes
847400984764288478042,Arvidsson-Bonino-Grimaldi,line,14,2593.0,0.65,0.44,0.48,23.16,2.41,1.85,5.6,0.89,12.96,9.3,2.32,2.24,2.16,26.0,7.0,7.0,40.0,2.0,5.0,1.0,5.0,0.0,10.0,11.0,24.0,31.0,1.0,2.0,18.0,6.0,5.0,7.0,25.0,5.0,3.0,0.86,0.62,0.93,0.0,1.0,1.0,37.4,33.0,30.83,4.0,0.39,0.88,0.88,1.91,1.78,1.74,26.07,1.3,1.54,6.13,0.8,14.8,11.43,1.29,1.35,1.33,27.0,9.0,15.0,51.0,1.0,0.0,0.0,8.0,1.0,12.0,14.0,26.0,35.0,1.0,2.0,34.0,22.0,5.0,4.0,32.0,4.0,0.0,0.75,0.55,0.0,0.0,1.0,0.0,53.41,36.0,37.49,2.0,0.31,0.0,0.0,1.61,1.67,1.65,8474009,8476428,8478042,Nick Bonino,Rocco Grimaldi,Viktor Arvidsson
847025784768978479385,Steen-Sundqvist-Kyrou,line,4,1364.0,0.71,0.51,0.57,12.85,1.33,1.04,2.87,0.41,6.82,4.53,1.27,1.42,1.35,14.0,3.0,4.0,21.0,3.0,2.0,0.0,3.0,0.0,5.0,4.0,11.0,14.0,1.0,2.0,13.0,7.0,0.0,3.0,11.0,5.0,1.0,0.43,0.68,0.21,1.0,2.0,0.0,22.32,17.0,18.2,1.0,0.21,0.38,0.38,1.16,1.25,1.2,9.53,0.53,0.63,2.54,0.29,5.3,3.71,0.52,0.51,0.5,10.0,3.0,7.0,20.0,0.0,1.0,0.0,4.0,1.0,4.0,3.0,10.0,13.0,2.0,4.0,6.0,7.0,4.0,2.0,11.0,2.0,0.0,0.29,0.24,0.0,0.0,0.0,0.0,18.04,13.0,12.13,1.0,0.13,0.1,0.1,0.56,0.54,0.54,8470257,8476897,8479385,Alexander Steen,Oskar Sundqvist,Jordan Kyrou
847342284747158476432,Foligno-Jenner-Atkinson,line,29,4010.0,0.49,0.4548877805486284,0.56,31.86,2.21,2.14,8.12,1.01,17.55,12.96,2.11,2.11,2.01,33.0,11.0,6.0,50.0,0.0,2.0,0.0,12.0,1.0,13.0,16.0,33.0,44.0,2.0,4.0,33.0,26.0,7.0,11.0,37.0,5.0,2.0,1.13,0.57,0.51,0.0,0.0,0.0,47.14,44.0,41.8,5.0,0.45,0.28,0.28,2.38,2.27,2.22,25.02,2.29,1.57,5.48,0.78,14.03,10.84,2.22,2.38,2.3,27.0,8.0,22.0,57.0,1.0,2.0,0.0,4.0,0.0,10.0,18.0,26.0,34.0,3.0,6.0,30.0,25.0,4.0,8.0,25.0,7.0,3.0,0.9,0.66,0.73,1.0,0.0,0.0,59.45,35.0,36.28,5.0,0.33,0.52,0.52,2.1,2.17,2.15,8473422,8474715,8476432,Nick Foligno,Cam Atkinson,Boone Jenner
847461384779518479343,Schmaltz-Stepan-Keller,line,10,1305.0,0.39,0.53,0.45,9.38,0.67,0.62,2.18,0.3,5.12,4.11,0.67,0.67,0.67,5.0,8.0,7.0,20.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,5.0,13.0,1.0,2.0,12.0,3.0,2.0,1.0,10.0,3.0,0.0,0.27,0.4,0.0,0.0,0.0,0.0,19.92,13.0,12.83,1.0,0.13,0.0,0.0,0.8,0.8,0.8,11.37,1.06,0.73,2.69,0.37,6.34,4.81,1.01,1.01,0.96,12.0,4.0,2.0,18.0,0.0,2.0,0.0,2.0,1.0,4.0,7.0,12.0,16.0,1.0,2.0,6.0,8.0,2.0,4.0,11.0,4.0,1.0,0.35,0.43,0.28,0.0,0.0,0.0,17.83,16.0,15.71,3.0,0.15,0.46,0.46,0.75,0.72,0.7,8474613,8477951,8479343,Derek Stepan,Nick Schmaltz,Clayton Keller
