lineId,playerNames,position,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,playerId1,playerId2,player1Name,player2Name,goalsFor_per60,dZoneGiveaways_per60,corsi_influence_on_player1,corsi_influence_on_player2,corsi_influence_on_player1_stdDevs,corsi_influence_on_player2_stdDevs,combined_corsi_influence
84685098477474,Kronwall-Bowey,pairing,14,6312.0,0.4,0.51,0.45,38.04,2.51,2.53,8.59,1.25,20.87,18.25,2.45,2.53,2.48,31.0,23.0,29.0,83.0,3.0,2.0,0.0,9.0,1.0,16.0,23.0,28.0,51.0,5.0,10.0,39.0,42.0,15.0,18.0,44.0,10.0,0.0,1.34,1.17,0.0,2.0,1.0,0.0,83.33,54.0,54.79,9.0,0.52,0.23,0.23,2.79,2.84,2.79,45.46,3.75,3.01,10.56,1.44,26.2,20.04,3.69,3.72,3.65,49.0,16.0,16.0,81.0,3.0,2.0,0.0,13.0,1.0,19.0,27.0,46.0,62.0,3.0,6.0,43.0,42.0,12.0,17.0,49.0,14.0,2.0,1.67,1.56,0.52,1.0,2.0,0.0,80.52,65.0,64.46,14.0,0.63,0.25,0.25,4.13,4.1,4.04,8468509,8477474,Niklas Kronwall,Madison Bowey,1.7110266159695815,5.133079847908746,0.008365403643312175,0.06771498216594246,3.1781676473095852,4.44220405548054,0.07608038580925464
84764738478055,Forsling-Murphy,pairing,49,9490.0,0.44,0.51,0.43,22.0,1.81,1.38,5.66,0.69,11.97,8.49,1.79,1.9,1.88,25.0,5.0,22.0,52.0,6.0,3.0,1.0,9.0,0.0,4.0,11.0,22.0,27.0,4.0,11.0,23.0,26.0,7.0,12.0,21.0,7.0,2.0,0.52,0.82,0.47,1.0,1.0,1.0,55.44,30.0,31.43,26.0,0.29,0.63,0.63,1.47,1.51,1.5,28.25,2.35,1.83,6.94,0.93,16.14,11.82,2.2,2.34,2.19,27.0,13.0,9.0,49.0,2.0,1.0,0.0,8.0,0.0,13.0,16.0,25.0,38.0,5.0,13.0,31.0,31.0,4.0,8.0,31.0,5.0,4.0,0.87,0.5,0.98,0.0,1.0,1.0,46.96,40.0,38.77,8.0,0.38,0.26,0.26,2.47,2.45,2.31,8476473,8478055,Connor Murphy,Gustav Forsling,2.276080084299262,9.863013698630136,0.031846273171201256,-0.009662805829694143,3.678266800792981,2.794200082328089,0.022183467341507113
84745848479442,Del Zotto-Stecher,pairing,81,36355.0,0.48,0.4919499381103012,0.48,213.27,17.07,13.6,50.1,6.93,115.23,93.72,16.6,17.25,16.77,219.0,87.0,81.0,387.0,31.0,14.0,4.0,52.0,11.0,89.0,118.0,197.0,284.0,27.0,54.0,189.0,249.0,42.0,53.0,238.0,58.0,10.0,7.04,7.42,2.61,13.0,5.0,4.0,384.84,306.0,304.88,48.0,2.81,2.56,2.56,16.74,16.81,16.61,230.98,18.56,14.67,53.65,7.27,129.05,96.85,17.82,18.5,17.79,241.0,94.0,84.0,419.0,20.0,12.0,0.0,58.0,6.0,115.0,124.0,221.0,315.0,20.0,38.0,187.0,128.0,43.0,64.0,266.0,55.0,14.0,8.3,6.69,3.57,13.0,5.0,2.0,422.84,335.0,337.43,34.0,3.02,2.16,2.16,18.5,18.58,18.3,8474584,8479442,Michael Del Zotto,Troy Stecher,3.069729060651905,4.753128868106176,-0.000108339502689625,0.010125533740155124,2.997692568687904,3.215655167539887,0.010017194237465499
84745688480800,Hughes-Schenn,pairing,64,41931.0,0.5,0.5153380553766902,0.52,314.41,25.03,20.65,73.9,10.12,178.64,131.68,24.29,25.31,24.58,327.0,113.0,146.0,586.0,28.0,20.0,4.0,83.0,10.0,128.0,173.0,301.0,414.0,45.0,100.0,345.0,343.0,80.0,69.0,343.0,81.0,16.0,10.32,9.97,4.73,9.0,13.0,4.0,595.38,440.0,446.41,54.0,4.25,4.79,4.61,24.66,25.0,24.49,289.82,24.97,19.53,70.28,9.8,164.51,120.9,24.25,25.18,24.46,292.0,118.0,125.0,535.0,24.0,21.0,5.0,76.0,13.0,134.0,142.0,268.0,386.0,38.0,88.0,331.0,277.0,60.0,107.0,307.0,84.0,19.0,9.38,10.19,5.4,9.0,12.0,3.0,534.91,410.0,409.47,69.0,4.04,4.11,4.11,24.9,24.99,24.58,8474568,8480800,Luke Schenn,Quinn Hughes,2.40394934535308,4.63618802318094,0.03281204149654099,-0.004766936283625123,3.698835882418763,2.898473061343886,0.028045105212915866
84756138476372,Seeler-Prosser,pairing,33,14794.0,0.58,0.4756042990401514,0.49,66.09,5.39,4.33,15.84,2.16,35.66,26.62,5.16,5.39,5.16,60.0,30.0,25.0,115.0,8.0,5.0,2.0,16.0,0.0,27.0,35.0,53.0,83.0,17.0,40.0,40.0,59.0,10.0,18.0,66.0,21.0,3.0,1.76,2.72,0.91,0.0,5.0,2.0,115.52,90.0,90.08,14.0,0.9,1.01,1.01,5.27,5.26,5.2,64.57,3.91,4.05,15.24,2.03,36.12,31.65,3.86,3.97,3.93,62.0,31.0,34.0,127.0,3.0,3.0,0.0,11.0,1.0,38.0,37.0,59.0,90.0,14.0,36.0,66.0,77.0,10.0,9.0,80.0,11.0,2.0,2.12,1.34,0.44,2.0,0.0,1.0,127.3,93.0,93.48,5.0,0.83,0.39,0.39,4.34,4.42,4.37,8475613,8476372,Nate Prosser,Nick Seeler,1.94673516290388,3.40678653508179,0.02185119064552271,0.009219705747172124,3.465390003187527,3.1963627042878633,0.031070896392694836
84784088480943,Dermott-Ozhiganov,pairing,40,26718.0,0.51,0.55,0.53,233.32,17.15,14.87,55.4,7.59,133.21,104.77,16.73,17.3,16.87,216.0,117.0,139.0,472.0,13.0,10.0,2.0,49.0,7.0,128.0,126.0,203.0,320.0,21.0,48.0,232.0,186.0,54.0,73.0,264.0,62.0,7.0,7.62,7.64,1.9,7.0,4.0,2.0,481.73,333.0,338.21,52.0,3.04,2.0,1.81,18.38,18.55,18.17,209.6,16.7,13.59,50.9,6.7,116.16,89.95,15.98,16.63,15.91,212.0,82.0,92.0,386.0,18.0,13.0,1.0,67.0,7.0,89.0,100.0,194.0,276.0,22.0,50.0,222.0,256.0,49.0,79.0,228.0,53.0,13.0,6.24,6.51,3.94,6.0,9.0,3.0,380.23,294.0,291.45,53.0,2.82,3.41,3.41,16.11,16.03,15.75,8478408,8480943,Travis Dermott,Igor Ozhiganov,1.751628115876937,7.006512463507748,0.027738256248095117,0.026318328956208448,3.5907736275397193,3.560531798725114,0.054056585204303564
84717698475246,Connauton-Hjalmarsson,pairing,72,19523.0,0.53,0.519615325513497,0.49,66.7,5.68,4.56,15.6,2.23,36.28,28.65,5.34,5.61,5.27,64.0,29.0,31.0,124.0,12.0,9.0,0.0,23.0,2.0,22.0,33.0,60.0,89.0,7.0,14.0,62.0,50.0,17.0,24.0,69.0,21.0,3.0,2.09,2.55,1.04,3.0,1.0,0.0,122.09,93.0,91.85,28.0,0.95,1.67,1.67,4.96,4.9,4.78,66.16,5.04,4.12,16.68,2.43,36.76,29.96,4.9,5.17,5.03,63.0,32.0,43.0,138.0,3.0,8.0,0.0,12.0,5.0,32.0,35.0,60.0,92.0,10.0,20.0,68.0,61.0,6.0,17.0,73.0,17.0,5.0,1.77,2.05,1.23,2.0,0.0,1.0,140.62,95.0,96.43,11.0,0.86,1.22,1.22,4.68,4.79,4.72,8471769,8475246,Niklas Hjalmarsson,Kevin Connauton,2.212774676023152,5.1631409107206885,0.008291687335417186,0.04743777888129036,3.176597626100089,4.010337076039217,0.055729466216707546
84741628480147,Muzzin-Fantenberg,pairing,49,6599.0,0.49,0.5218381572965601,0.54,19.76,1.3,1.19,4.58,0.6,11.81,8.52,1.29,1.29,1.28,19.0,9.0,12.0,40.0,7.0,0.0,0.0,3.0,0.0,12.0,9.0,15.0,24.0,4.0,8.0,23.0,20.0,6.0,9.0,24.0,4.0,0.0,0.88,0.42,0.0,1.0,3.0,0.0,39.84,28.0,27.82,19.0,0.24,0.0,0.0,1.54,1.52,1.52,16.69,1.32,1.16,3.96,0.54,9.8,7.22,1.31,1.33,1.31,14.0,10.0,14.0,38.0,0.0,1.0,0.0,5.0,1.0,11.0,6.0,14.0,24.0,1.0,2.0,18.0,22.0,3.0,8.0,18.0,6.0,0.0,0.54,0.78,0.0,0.0,0.0,0.0,38.28,24.0,23.98,7.0,0.24,0.19,0.19,1.38,1.38,1.38,8474162,8480147,Jake Muzzin,Oscar Fantenberg,3.818760418245188,10.365206849522654,-0.03482071243096774,0.04882419810684846,2.258383136547277,4.039865244927989,0.014003485675880722
84765258477447,Theodore-Miller,pairing,81,9934.0,0.56,0.616194886249245,0.62,68.2,4.47,4.26,16.04,2.17,39.07,28.99,4.35,4.57,4.45,67.0,28.0,35.0,130.0,3.0,5.0,1.0,15.0,0.0,33.0,39.0,64.0,92.0,6.0,12.0,51.0,56.0,10.0,19.0,79.0,11.0,5.0,2.21,1.17,1.09,0.0,2.0,1.0,131.46,95.0,95.74,13.0,0.87,0.91,0.91,4.44,4.5,4.44,42.24,3.51,2.75,9.44,1.36,22.53,19.41,3.33,3.62,3.42,41.0,18.0,23.0,82.0,7.0,3.0,0.0,10.0,2.0,18.0,19.0,34.0,52.0,7.0,16.0,44.0,54.0,23.0,24.0,41.0,15.0,3.0,1.03,1.65,0.83,3.0,4.0,0.0,82.91,59.0,59.85,16.0,0.58,0.83,0.83,3.26,3.3,3.26,8476525,8477447,Colin Miller,Shea Theodore,1.0871753573585663,4.711093215220455,0.08421022777735832,0.0774890278651641,4.793522321483076,4.650373176921427,0.1616992556425224
84739338477355,Butcher-Lovejoy,pairing,102,51337.0,0.58,0.5312470537818728,0.56,252.81,19.05,16.15,61.27,8.67,139.78,104.08,18.67,19.18,18.82,241.0,108.0,106.0,455.0,34.0,17.0,4.0,63.0,13.0,112.0,127.0,224.0,332.0,26.0,58.0,182.0,201.0,69.0,56.0,269.0,69.0,11.0,7.97,8.14,2.94,7.0,6.0,4.0,455.11,349.0,349.42,66.0,3.33,2.74,2.61,19.77,19.98,19.8,193.92,13.52,12.05,46.04,6.26,109.51,87.62,13.31,13.57,13.37,181.0,94.0,92.0,367.0,13.0,7.0,2.0,54.0,10.0,79.0,112.0,168.0,262.0,24.0,56.0,204.0,220.0,57.0,64.0,226.0,41.0,8.0,6.21,4.97,2.35,6.0,4.0,3.0,369.15,275.0,276.11,37.0,2.48,1.43,1.43,14.57,14.58,14.41,8473933,8477355,Ben Lovejoy,Will Butcher,2.3842452811812143,4.628240839940005,0.04965208397888332,0.04590561203053656,4.057497684957253,3.977704751919056,0.09555769600941988
84751978479398,Girard-Barrie,pairing,128,19623.0,0.34,0.5259516893441369,0.42,60.67,3.91,3.75,15.39,2.13,35.74,26.07,3.75,3.9,3.74,58.0,29.0,37.0,124.0,17.0,5.0,0.0,18.0,2.0,22.0,37.0,55.0,84.0,12.0,27.0,66.0,43.0,19.0,20.0,75.0,9.0,3.0,1.9,1.03,0.98,2.0,1.0,0.0,121.57,87.0,85.78,23.0,0.76,1.13,0.93,3.75,3.73,3.67,83.74,7.51,6.0,19.5,3.02,47.75,35.24,6.99,7.7,7.18,86.0,33.0,34.0,153.0,8.0,8.0,0.0,21.0,5.0,29.0,48.0,78.0,111.0,9.0,21.0,100.0,60.0,27.0,18.0,83.0,31.0,5.0,2.33,3.79,1.39,3.0,5.0,0.0,157.58,119.0,122.79,11.0,1.24,1.81,1.81,6.94,7.1,6.98,8475197,8479398,Tyson Barrie,Samuel Girard,3.118789175966977,4.2195382968964985,0.03519707830586688,0.008469139726183128,3.749632761467639,3.180377034281726,0.04366621803205001
84757168480943,Marincin-Ozhiganov,pairing,12,6974.0,0.55,0.55,0.52,63.83,5.75,4.44,15.81,2.12,36.05,25.89,5.46,5.75,5.45,64.0,27.0,37.0,128.0,8.0,9.0,4.0,10.0,1.0,37.0,26.0,56.0,83.0,2.0,4.0,55.0,43.0,15.0,34.0,70.0,15.0,6.0,2.19,1.84,1.72,4.0,3.0,1.0,126.31,91.0,89.57,30.0,0.92,1.89,1.89,4.78,4.72,4.66,58.93,4.69,3.85,14.41,1.91,32.6,25.53,4.65,4.73,4.68,58.0,25.0,20.0,103.0,5.0,2.0,0.0,10.0,2.0,24.0,40.0,53.0,78.0,3.0,6.0,42.0,48.0,16.0,36.0,62.0,18.0,3.0,1.67,2.21,0.81,3.0,1.0,1.0,103.72,83.0,84.3,27.0,0.79,0.2,0.2,5.29,5.35,5.29,8475716,8480943,Martin Marincin,Igor Ozhiganov,4.129624318898767,15.486091195870376,0.042221862622713435,0.011930946645623886,3.8992476931500355,3.254107127959859,0.05415280926833732
84763318479320,Lajoie-Demelo,pairing,47,7620.0,0.46,0.5,0.52,59.83,3.85,3.99,14.05,1.97,34.53,26.62,3.82,3.76,3.73,59.0,26.0,32.0,117.0,8.0,2.0,0.0,11.0,4.0,31.0,29.0,51.0,77.0,10.0,20.0,51.0,44.0,10.0,20.0,70.0,14.0,1.0,2.03,1.6,0.21,3.0,4.0,1.0,113.9,85.0,83.26,13.0,0.81,0.21,0.35,4.31,4.22,4.19,55.44,4.46,3.83,13.43,1.79,31.02,22.47,4.38,4.53,4.44,55.0,22.0,39.0,116.0,6.0,5.0,1.0,13.0,0.0,25.0,28.0,49.0,71.0,8.0,16.0,48.0,49.0,17.0,20.0,59.0,13.0,5.0,1.66,1.61,1.19,3.0,0.0,3.0,119.97,77.0,78.2,13.0,0.79,0.88,0.88,4.37,4.45,4.41,8476331,8479320,Dylan DeMelo,Maxime Lajoie,3.779527559055118,6.141732283464567,0.0002002463061293036,0.0708236699553047,3.0042648764801703,4.508413363873387,0.071023916261434
84734158476884,Pouliot-Biega,pairing,53,27938.0,0.52,0.5427450068007731,0.58,112.55,8.5,7.29,26.79,3.82,65.88,50.38,8.24,8.48,8.22,118.0,54.0,42.0,214.0,17.0,6.0,3.0,30.0,6.0,52.0,73.0,113.0,167.0,17.0,37.0,105.0,99.0,12.0,24.0,143.0,26.0,3.0,4.13,3.37,1.0,1.0,2.0,2.0,209.58,172.0,168.72,38.0,1.48,1.46,1.46,7.87,7.72,7.6,82.94,7.92,5.52,20.1,2.63,46.12,33.37,7.74,7.92,7.75,93.0,32.0,39.0,164.0,5.0,5.0,1.0,26.0,5.0,44.0,40.0,88.0,120.0,8.0,19.0,109.0,90.0,28.0,18.0,95.0,23.0,7.0,3.27,2.68,1.97,2.0,2.0,1.0,164.97,125.0,126.07,11.0,1.15,1.42,1.42,6.99,7.07,7.03,8473415,8476884,Alex Biega,Derrick Pouliot,2.190564822106092,4.896556661178323,0.07190242585401047,0.03247308801253557,4.531388872132023,3.6916167992319147,0.10437551386654603
84751778475753,De Haan-Faulk,pairing,70,42224.0,0.49,0.54,0.54,387.55,29.82,24.83,94.02,12.83,213.84,165.66,28.82,29.96,28.94,370.0,171.0,202.0,743.0,24.0,31.0,3.0,97.0,16.0,188.0,185.0,346.0,517.0,47.0,103.0,340.0,417.0,125.0,120.0,427.0,92.0,22.0,12.52,11.52,5.78,13.0,8.0,3.0,740.81,541.0,541.13,66.0,5.12,5.1,4.89,30.05,30.11,29.57,336.99,30.51,21.9,80.97,11.14,181.72,140.76,29.68,30.59,29.76,314.0,153.0,168.0,635.0,26.0,27.0,4.0,69.0,8.0,167.0,170.0,288.0,441.0,51.0,116.0,371.0,296.0,112.0,134.0,345.0,94.0,28.0,11.02,11.4,8.1,8.0,11.0,7.0,635.17,467.0,465.44,82.0,4.55,6.73,6.73,28.34,28.38,27.99,8475177,8475753,Calvin de Haan,Justin Faulk,2.046229632436529,5.627131489200455,0.03714426145340488,0.021686388062525874,3.791104166204345,3.4618800125480957,0.058830649515930755
84769068477850,Gostisbehere-Folin,pairing,18,10168.0,0.55,0.52,0.54,93.01,7.24,6.07,22.79,3.05,51.08,38.77,6.93,7.14,6.84,94.0,35.0,42.0,171.0,5.0,8.0,0.0,22.0,2.0,45.0,47.0,89.0,124.0,17.0,37.0,111.0,84.0,19.0,22.0,100.0,24.0,5.0,3.08,2.86,1.31,1.0,4.0,0.0,168.86,129.0,128.66,17.0,1.25,1.25,1.25,7.25,7.2,7.02,78.68,5.83,4.85,18.74,2.5,42.38,35.7,5.67,5.84,5.68,85.0,25.0,48.0,158.0,8.0,8.0,2.0,23.0,3.0,34.0,34.0,77.0,102.0,14.0,31.0,85.0,79.0,20.0,34.0,89.0,13.0,8.0,2.41,1.36,2.06,4.0,1.0,3.0,159.98,110.0,110.59,24.0,1.0,2.09,1.64,5.19,5.23,5.15,8476906,8477850,Shayne Gostisbehere,Christian Folin,1.7702596380802518,6.018882769472857,0.021016380637305654,0.029951192021136386,3.447610091845958,3.6379050723738473,0.05096757265844204
84792688480839,Dahlin-Nelson,pairing,29,8150.0,0.59,0.56,0.58,79.76,5.85,4.94,19.4,2.58,45.65,34.58,5.76,5.89,5.8,87.0,26.0,36.0,149.0,4.0,3.0,0.0,24.0,6.0,28.0,48.0,83.0,109.0,10.0,20.0,52.0,39.0,9.0,17.0,93.0,13.0,7.0,2.48,1.52,1.84,2.0,1.0,1.0,150.06,113.0,113.59,10.0,1.01,0.66,0.66,6.2,6.27,6.21,57.45,4.12,3.64,13.3,1.78,32.07,26.09,4.09,4.12,4.09,55.0,26.0,34.0,115.0,7.0,2.0,1.0,8.0,4.0,28.0,32.0,48.0,74.0,7.0,14.0,73.0,48.0,14.0,21.0,62.0,18.0,1.0,1.73,2.17,0.22,4.0,3.0,0.0,116.82,81.0,82.24,17.0,0.74,0.29,0.29,4.57,4.56,4.53,8479268,8480839,Casey Nelson,Rasmus Dahlin,1.766871165644172,4.41717791411043,0.06199927659517479,0.05590765021735378,4.3204700833162555,4.190729692260163,0.11790692681252857
84754628477948,Sanheim-Gudas,pairing,77,30424.0,0.58,0.5647314620036814,0.57,127.72,9.23,7.62,31.27,4.26,69.08,57.54,8.99,9.09,8.85,133.0,46.0,63.0,242.0,21.0,13.0,1.0,36.0,2.0,59.0,63.0,127.0,173.0,17.0,41.0,132.0,100.0,16.0,36.0,147.0,25.0,7.0,3.93,3.09,2.21,2.0,4.0,0.0,238.61,179.0,177.45,46.0,1.56,2.34,2.51,8.28,8.19,8.06,97.15,6.56,5.84,23.95,3.07,53.57,41.01,6.5,6.69,6.63,91.0,43.0,46.0,180.0,9.0,6.0,0.0,21.0,6.0,38.0,54.0,82.0,125.0,19.0,38.0,102.0,107.0,24.0,51.0,111.0,20.0,3.0,3.29,2.41,0.86,5.0,3.0,1.0,183.62,134.0,135.49,38.0,1.2,0.59,0.59,7.17,7.3,7.24,8475462,8477948,Radko Gudas,Travis Sanheim,2.484880357612412,5.443071259531949,0.04377004241486471,0.06222546590348277,3.932221063347223,4.325287497827991,0.10599550831834748
84684938478408,Hainsey-Dermott,pairing,57,6454.0,0.46,0.5676696622249767,0.47,5.54,0.59,0.31,1.2,0.16,2.4,2.41,0.59,0.59,0.59,7.0,1.0,4.0,12.0,9.0,0.0,0.0,0.0,1.0,1.0,5.0,6.0,7.0,0.0,0.0,2.0,5.0,1.0,4.0,6.0,1.0,1.0,0.17,0.15,0.27,0.0,1.0,0.0,12.67,8.0,8.25,18.0,0.07,0.0,0.0,0.59,0.59,0.59,6.58,0.69,0.51,1.36,0.21,3.68,2.54,0.64,0.66,0.61,8.0,1.0,1.0,10.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,8.0,9.0,0.0,0.0,3.0,8.0,4.0,4.0,5.0,3.0,1.0,0.18,0.27,0.24,0.0,0.0,0.0,9.47,9.0,8.6,3.0,0.1,0.34,0.34,0.46,0.44,0.43,8468493,8478408,Ron Hainsey,Travis Dermott,5.020142547257516,10.040285094515031,0.06995142328407983,0.04346198181081451,4.48983612075255,3.925659941446516,0.11341340509489434
84757538477938,Fleury-Faulk,pairing,65,28853.0,0.47,0.5205271548885732,0.51,241.74,18.61,15.13,58.82,8.08,136.48,103.89,18.13,18.5,18.02,247.0,94.0,136.0,477.0,15.0,16.0,4.0,71.0,7.0,116.0,116.0,232.0,326.0,20.0,43.0,262.0,200.0,98.0,82.0,273.0,56.0,12.0,8.37,6.72,3.53,6.0,5.0,4.0,472.91,341.0,338.41,42.0,3.11,3.1,3.23,18.49,18.35,18.08,241.2,20.96,15.58,56.11,7.68,131.82,99.85,20.51,21.05,20.6,239.0,93.0,113.0,445.0,19.0,13.0,4.0,50.0,7.0,113.0,130.0,220.0,313.0,37.0,79.0,215.0,260.0,92.0,74.0,242.0,69.0,21.0,7.51,8.09,5.38,4.0,7.0,8.0,446.97,332.0,332.69,38.0,3.23,2.74,2.74,21.46,21.55,21.34,8475753,8477938,Justin Faulk,Haydn Fleury,1.8715558174193323,5.240356288774131,0.0010499341014399421,0.010746243975586878,3.0223616572086405,3.2288751491478593,0.01179617807702682
84751888476525,Mcnabb-Miller,pairing,65,28643.0,0.57,0.5536434730998849,0.56,93.03,8.25,6.31,22.18,3.38,50.42,38.46,8.12,8.42,8.29,96.0,33.0,43.0,172.0,22.0,5.0,1.0,23.0,5.0,42.0,42.0,84.0,117.0,12.0,24.0,94.0,86.0,28.0,28.0,90.0,35.0,4.0,2.92,3.99,1.33,3.0,8.0,1.0,174.83,129.0,131.7,47.0,1.31,0.74,0.89,8.67,8.85,8.73,74.69,6.31,4.87,17.59,2.37,41.07,30.79,6.22,6.17,6.08,79.0,24.0,31.0,134.0,9.0,4.0,1.0,20.0,4.0,33.0,33.0,70.0,94.0,10.0,20.0,89.0,59.0,29.0,30.0,79.0,20.0,4.0,2.62,2.53,1.16,2.0,5.0,2.0,131.43,103.0,100.74,21.0,1.01,0.7,0.7,6.62,6.47,6.4,8475188,8476525,Brayden McNabb,Colin Miller,2.7650734909052823,5.907202457843103,0.012147261628015826,0.020981304965919434,3.2587142375667453,3.446863044827649,0.03312856659393526
84745908477043,Djoos-Carlson,pairing,97,39865.0,0.54,0.5319989966135709,0.53,298.52,26.05,20.08,71.59,9.96,167.18,123.14,24.95,26.0,24.91,278.0,140.0,139.0,557.0,40.0,27.0,3.0,71.0,10.0,134.0,145.0,247.0,387.0,38.0,85.0,268.0,169.0,70.0,105.0,296.0,102.0,20.0,8.45,12.44,5.16,12.0,18.0,1.0,553.92,418.0,417.31,78.0,4.16,5.13,5.13,25.08,25.06,24.51,265.14,22.56,17.85,62.62,8.64,150.81,114.53,21.83,22.57,21.86,249.0,128.0,109.0,486.0,22.0,18.0,7.0,56.0,8.0,106.0,167.0,227.0,355.0,33.0,75.0,312.0,188.0,89.0,72.0,288.0,69.0,20.0,8.42,8.42,5.71,4.0,9.0,9.0,487.34,377.0,376.49,50.0,3.68,4.22,4.22,22.01,22.07,21.79,8474590,8477043,John Carlson,Christian Djoos,3.6121911451147626,7.043772732973787,0.0340133352498217,0.0460112629472591,3.7244212206613274,3.9799549213156764,0.0800245981970808
84752008477474,Orlov-Bowey,pairing,69,12627.0,0.44,0.5055238774055595,0.53,70.78,4.24,4.16,17.88,2.34,39.41,30.96,4.18,4.16,4.11,69.0,30.0,35.0,134.0,9.0,5.0,1.0,21.0,0.0,28.0,37.0,61.0,91.0,8.0,16.0,55.0,56.0,20.0,31.0,86.0,12.0,1.0,2.47,1.42,0.35,5.0,3.0,0.0,132.22,99.0,97.98,22.0,0.84,0.55,0.55,4.53,4.47,4.44,63.63,5.3,4.29,14.96,2.02,34.26,26.16,5.18,5.4,5.27,55.0,32.0,33.0,120.0,7.0,2.0,0.0,13.0,3.0,24.0,38.0,48.0,80.0,4.0,8.0,63.0,63.0,21.0,24.0,63.0,21.0,3.0,1.95,2.68,0.68,3.0,4.0,0.0,122.79,87.0,88.46,15.0,0.89,0.48,0.48,5.72,5.81,5.73,8475200,8477474,Dmitry Orlov,Madison Bowey,2.565930149679259,6.272273699215966,-0.009798723343940607,0.06627839657568674,2.7913052903044164,4.411607435677341,0.05647967323174613
84735848477948,Macdonald-Sanheim,pairing,56,15640.0,0.55,0.5260754475703325,0.53,91.78,9.18,6.37,21.87,2.94,51.35,39.2,8.83,9.18,8.83,100.0,44.0,52.0,196.0,12.0,8.0,3.0,24.0,3.0,46.0,54.0,91.0,135.0,12.0,33.0,103.0,67.0,19.0,31.0,107.0,31.0,6.0,3.56,3.92,1.7,5.0,3.0,1.0,197.01,144.0,144.26,23.0,1.33,1.86,1.93,7.74,7.7,7.59,87.3,7.56,5.87,18.81,2.71,48.55,37.01,7.41,7.63,7.48,89.0,39.0,46.0,174.0,5.0,4.0,0.0,18.0,2.0,44.0,55.0,84.0,123.0,7.0,23.0,79.0,104.0,14.0,21.0,96.0,26.0,6.0,3.12,3.0,1.43,2.0,1.0,2.0,173.89,128.0,128.86,13.0,1.22,0.54,0.54,7.72,7.81,7.67,8473584,8477948,Andrew MacDonald,Travis Sanheim,2.762148337595908,5.294117647058823,0.05741110463415361,0.019029834663648715,4.222750494566885,3.405300331613199,0.07644093929780232
